출발지코드,도착지코드,종합 유입인구
평택시,안성시,15186.530833333332
평택시,안양시,1134.2525
평택시,양주시,223.2875
평택시,양평군,261.805
평택시,여주시,394.3983333333333
평택시,연천군,72.30499999999999
평택시,오산시,7229.1925
평택시,용인시,4799.7716666666665
평택시,의왕시,346.11833333333334
평택시,의정부시,392.9825
평택시,이천시,945.7775
평택시,파주시,472.93416666666667
평택시,평택시,441737.6641666666
평택시,포천시,231.23416666666665
평택시,하남시,334.25916666666666
평택시,화성시,14311.671666666667
포천시,가평군,950.3325
포천시,고양시,749.6633333333334
포천시,과천시,29.808333333333334
포천시,광명시,86.00916666666666
포천시,광주시,233.98916666666665
포천시,구리시,381.6541666666667
포천시,군포시,66.36749999999999
포천시,김포시,248.6475
포천시,남양주시,3199.2916666666665
포천시,동두천시,941.7291666666666
포천시,부천시,240.025
포천시,성남시,372.5666666666666
포천시,수원시,338.84666666666664
포천시,시흥시,189.24666666666667
포천시,안산시,221.29833333333332
포천시,안성시,103.19166666666666
포천시,안양시,164.96416666666667
포천시,양주시,3748.896666666667
포천시,양평군,189.92416666666668
포천시,여주시,99.38583333333334
포천시,연천군,895.0841666666666
포천시,오산시,68.6875
포천시,용인시,355.285
포천시,의왕시,47.903333333333336
포천시,의정부시,7084.913333333334
포천시,이천시,164.07083333333333
포천시,파주시,605.9058333333334
포천시,평택시,145.05
포천시,포천시,159188.85083333333
포천시,하남시,290.83250000000004
포천시,화성시,293.67333333333335
하남시,가평군,690.8841666666667
하남시,고양시,838.65
하남시,과천시,230.10333333333332
하남시,광명시,212.5825
하남시,광주시,4077.558333333333
하남시,구리시,1139.1316666666667
하남시,군포시,168.80166666666665
하남시,김포시,346.3341666666667
하남시,남양주시,4229.939166666666
하남시,동두천시,62.695
하남시,부천시,344.87083333333334
하남시,성남시,7622.7225
하남시,수원시,911.8366666666666
하남시,시흥시,310.8041666666667
하남시,안산시,396.5391666666667
하남시,안성시,278.55083333333334
하남시,안양시,535.9250000000001
하남시,양주시,341.305
하남시,양평군,1484.8783333333333
하남시,여주시,526.9791666666666
하남시,연천군,76.69416666666667
하남시,오산시,116.50416666666666
하남시,용인시,1662.4383333333333
하남시,의왕시,173.61666666666667
하남시,의정부시,523.9891666666666
하남시,이천시,1068.3041666666666
하남시,파주시,401.3066666666667
하남시,평택시,318.525
하남시,포천시,536.0858333333333
하남시,하남시,199667.66916666666
하남시,화성시,736.9050000000001
화성시,가평군,717.9250000000001
화성시,고양시,1464.635833333333
화성시,과천시,577.7691666666667
화성시,광명시,1156.5558333333333
화성시,광주시,1402.8358333333333
화성시,구리시,307.5233333333333
화성시,군포시,2598.7608333333333
화성시,김포시,861.4283333333333
화성시,남양주시,1101.75
화성시,동두천시,98.54666666666667
화성시,부천시,1726.4416666666666
화성시,성남시,6072.545833333334
화성시,수원시,56460.4075
화성시,시흥시,3127.0025
화성시,안산시,10886.957499999999
화성시,안성시,2750.630833333333
화성시,안양시,4032.945
화성시,양주시,365.46250000000003
화성시,양평군,599.5983333333334
화성시,여주시,812.0083333333333
화성시,연천군,124.52749999999999
화성시,오산시,17997.2225
화성시,용인시,24841.688333333328
화성시,의왕시,1665.4325
화성시,의정부시,554.8166666666667
화성시,이천시,2175.8941666666665
화성시,파주시,775.7166666666667
화성시,평택시,13643.793333333335
화성시,포천시,453.53666666666663
화성시,하남시,776.4716666666667
화성시,화성시,646912.305
