merchant,user_name,user_rank,num_response,user_star,time,rating,content
옥동식 서교점,여행자,25,103,3.4,2021.08.27.,5.0,
옥동식 서교점,얍,33,378,4.1,2021.08.22.,3.0,명성에 비해 그닥
옥동식 서교점,원,24,76,3.1,2021.08.11.,3.0,
옥동식 서교점,어라987,22,101,4.9,2021.08.10.,5.0,
옥동식 서교점,레미파솔,3,10,4.4,2021.07.19.,4.0,
옥동식 서교점,영환,2,1,1.0,2021.07.15.,1.0,밥알은 훌룡 김치도 훌룡함 곰탕 자체는 호불호 강함 하지만 무엇보다 기분나쁜건 서비스가 별로임 머슴이 눈치보며 밥먹는 느낌
옥동식 서교점,창이공항,12,16,2.3,2021.06.11.,3.0,소곰탕의 대명사 하동관이 연상된다.식당의 분위기 깔끔하고 방짜유기를 사용한 식기류는 인상적이다.아마도 차갑게 식힌 밥을 깔고 뜨거운 국물을 붇고 고명형태로 고기를 넣는것같다.국물이 뜨겁지않고 먹기좋은 정도인데 개인적으로 좀더 뜨거웠으면한다. 보통의 경우 건장한 남자성인의 경우 양이부족할거같다. 특과 보통의 차이는 오천원인데 특의양은 너무 많은거같고 중간정도 의 메뉴가 있었으면한다.상당히 위샹적이고 맛은 깔끔하지만 뭔가 2% 정도 부족한 느낌???. 아마도 기존의 국밥과 너무나 차별화되다보니 적응이 어려운가보다.개인적으로 재방문여부는 모르겠다.
옥동식 서교점,공희정,13,39,4.6,2021.06.01.,5.0,
옥동식 서교점,앤쮸,73,681,3.5,2021.05.29.,1.0,유명세때문에 오픈시간30분후인 11시 30분에 도착했을때 웨이팅 5팀정도 있었습니다대락 20분 정도기다리고 들어가서 곰탕(보통)주문친절한 사장님과 직원분들오마카세같은 분위기는 몹시 좋았어요하지만 국물이 너무 밍밍했어요 고기향나는 따뜻한 물같았고 고기는 배달시켜먹는 익숙하고 친숙한 수육맛이었습니다 김치는 약간의 무의 단맛이 있는 시큼새큼한 김치였어요 신김치를 안좋아해서 음식들이 입맛에 맞지 않았습니다대신 보리차가 맛있었어요 보리차에 밥말아먹는게 더 고소하니 맛있었을것같습니다
옥동식 서교점,절미절미,11,19,3.4,2021.05.27.,4.0,웨이팅 한시간도 용서되는 맛
옥동식 서교점,맛집폴더 구독해주세용,74,437,4.8,2021.05.25.,5.0,맛있음
옥동식 서교점,황정현,9,23,4.2,2021.05.21.,5.0,
옥동식 서교점,쥐포,7,11,4.5,2021.05.21.,5.0,"개맛잇음, 깔끔하고 김치가 맛있어서 술술 들어가요"
옥동식 서교점,ㅋㅋㅋ,27,95,4.0,2021.04.27.,5.0,"물론 누군가는 일반적인 국밥과 다르다고 불호일수있겠지만 특 기준 고기도 많고 아주 깔끔, 독특한 한약재향? 도 나는 좋았음ㅋㅋㅋ 내부도 살짝 좁은느낌은 있어도 전혀 불편없이 먹을수있고ㅎ 만족.. 마침 내앞에는 웨이팅이 1팀뿐인것도 럭키"
옥동식 서교점,통모짜,12,10,3.3,2021.04.27.,3.0,맛 자체는 좋아요!!! 근데 양이랑 가격면에선 많이 아쉬워요 일반 국밥스타일이랑은 달라서 호불호 많이 갈릴듯 하네요
옥동식 서교점,eun,10,9,4.6,2021.04.26.,5.0,깔끔해서 좋아해요
옥동식 서교점,룰루,20,41,4.5,2021.04.05.,5.0,
옥동식 서교점,Epicure,37,158,3.8,2021.04.03.,5.0,인테리어 깔끔하고 곰탕집 치고는 편하고 조용하게 식사 가능.맛은 자극적이지 않고 무겁지 않음.돼지곰탕치고는 잡내 많이 안난다고 느껴졌음.가성비 개인적으로 좋은편.다만 깍두기 김치도 심심한 느낌인데 이건 취향인듯.
옥동식 서교점,재정,14,29,3.9,2021.04.03.,1.0,걍 맛없음 솔직히 왜 맛집 소리 듣는지 모르겠음 김치 국밥 고기 찍어먹는 양념 불편한 분위기 다 별로
옥동식 서교점,Youngjoo,3,12,4.0,2021.03.17.,5.0,
옥동식 서교점,김치볶음밥,43,342,3.0,2021.03.02.,2.0,예전 같지 않음... 주변 맛집 추천하면 꼭 말하던 곳이엇는데 이젠 말 못할듯
옥동식 서교점,일우,11,193,2.5,2021.02.24.,1.0,
옥동식 서교점,기미상귱,32,253,2.8,2021.02.05.,2.0,너무 맑다못해 깊이가 없는 기분맛은 없는데 감칠맛만 느껴진달까
옥동식 서교점,김창섭,4,3,4.0,2021.01.22.,2.0,너무 기대해서 그런지 그저그런맛. 슴슴한맛을 좋아하거나 평양냉면을 좋아하는 사람만 좋아할것 같아요. 토렴해주는 이유를 모르겠어요 그냥 밥에 국물한번 끼얹고 덜어내고 다시 얹어주는데(1번~2번정도) 토렴에 의미가 없는 느낌이에요 그냥 밥말아주는거 같아요. 밥알이 한알한알 살아있는 느낌도 없구 떡져있어서 다 뭉쳐있었어요. 차라리 공기밥 받아서 국물이랑 먹다가 제가 말아 먹는게 나을거 같아요.
옥동식 서교점,Jeremy Kim,9,6,3.2,2021.01.10.,3.0,"평양냉면같은 곰탕으로 깔끔한 음식입니다. 몇차례 먹어보고 든 생각은 참좋은 사람인데 정 안가는 친구가 있듯 음식은 좋은데 전반적인 분위기가 편안하지 않고 경직되게 하는 식당과 주인들 분위기 때문에 이제 자주가게 되진 않을거 같다 생각이 들었습니다. 편하게 잘먹었단 느낌보단, 맛있는 음식이라고 강요받으며 먹었단 느낌....이 왜 들었을까요???...."
옥동식 서교점,이재령,25,507,2.7,2021.01.03.,1.0,
옥동식 서교점,billionj,10,29,4.7,2020.12.30.,5.0,맛나다
옥동식 서교점,동글,16,145,4.2,2020.12.27.,4.0,
옥동식 서교점,호야,45,415,3.3,2020.12.19.,4.0,"맛4/친절3/가격4/양4/ *종합 4.0재방문의사 있음.자극적이지 않아 ""와 맛있다!!""는 아니지만여운이 있고 가볍지만 깊이가 있는 국밥.통후추의 향과 깔끔한 국물맛, 돼지냄새 없음.신선한데 낯설지 않은 국물과 고기를 얇게 한게 신의 한수 인듯깍두기와 완전 잘어울리는 맛임매운야채를 좋아하지 않지만고추지에 싸서 계속 먹음, 고추지가 맵콤하고 끝 여윤이 없어 좋음."
옥동식 서교점,아름,2,2,4.5,2020.11.29.,4.0,맛있어요
옥동식 서교점,0361,24,60,4.0,2020.11.24.,3.0,처음 국물을 마실 때 느낌은 '못먹어본 맛'계속 먹다보면 익숙한 맛이 되어요.고추지가 포인트입니다.
옥동식 서교점,박주원,22,90,5.0,2020.11.23.,5.0,"오픈키친, 식기, 비쥬얼, 청결도, 맛 뭐 하나 빠지지 않네요"
옥동식 서교점,김대현,27,340,3.8,2020.11.21.,4.0,
옥동식 서교점,juntherm,15,64,4.0,2020.11.17.,3.0,
옥동식 서교점,차니,17,104,4.7,2020.11.13.,5.0,진짜 맛집 인정
옥동식 서교점,yyy,28,143,4.4,2020.10.28.,5.0,인테리어 서빙도 깔끔 맛도 깔끔처음엔 좀 밍밍하다 했는데 먹을 수록 깊은 맛이 납니다
옥동식 서교점,HJ,14,31,3.6,2020.10.28.,5.0,"위생, 맛, 서비스 다 괜찮습니다.감칠맛이 있는데 감칠맛 없다는 댓글이 많네요."
옥동식 서교점,ajajaj,17,34,4.0,2020.10.22.,5.0,자극적이지 않고 너무 맛있어요 겨울에 자주 생각날 것 같아요
옥동식 서교점,djakancmcmmkkcbzvz,39,493,3.2,2020.09.28.,2.0,
옥동식 서교점,배고파요,33,119,3.0,2020.09.24.,2.0,국물은 정말 깔끔하고 감칠맛이 많이 나는데 어떻게 보면 평범하고 어떻게 보면 그 깔끔함이 특별하게 느껴지기도 해요근데 돼지냄새 꽤 많이 납니다 먹기 전부터 젓가락으로 고기를 들춰내면 돼지냄새가 느껴지고 먹을때는 더 심하게 나요엄마랑 같이 왔는데 엄마도 돼지냄새 난다고 별로라고 하시네요 ..
옥동식 서교점,볼테르,31,131,2.6,2020.09.22.,3.0,"국밥집 인테리어를 깨는 것까진 좋았는데, 맛은 뭔가 부족하다. 돼지로 끓인 맑은 곰탕 느낌이나, 감칠맛이 부족하고 깍두기도 평범하다. 깔끔함이 가장 큰 미덕이다."
옥동식 서교점,나나,4,8,4.1,2020.09.10.,5.0,깔끔하고 깊은 맛이네요. 잘 먹고 갑니다
옥동식 서교점,.,17,42,2.6,2020.09.09.,5.0,와-! 여기 진짜 맛잇어요. 국물까지 싹 다 먹엇어요ㅋ 추천합니닷
옥동식 서교점,박지은,9,7,3.9,2020.08.31.,5.0,정성이 한 그릇에 다 담겨 있어서 너무 감사하게 맛있게 잘 먹었습니다. 오래도록 남는 집이었으면 좋겠어요.
옥동식 서교점,Old Ghost,22,82,3.4,2020.08.16.,4.0,색다른 맛의 국밥집. 맥주도 진짜 맛 좋다. 다만 밥 양이 적고 맥주와 국밥 가격이 조금 신경 쓰인다 밥만 조금 더 줘도 이런 아쉬움이 사라질 텐데
옥동식 서교점,Critique Culinaire,18,39,2.5,2020.08.15.,4.0,정말 맛있음. 다만 맥줏값이 좀...
옥동식 서교점,김동구 DK,21,40,4.7,2020.08.14.,5.0,국밥이 거기서 거기 아님!새로운 클래스 맛집...예전에 우리동네 호텔에서 한식 먹고 와우했는데...그때 먹었던 음식을 다시 못 먹어서 그게 좀 아쉽지만 모 돼지곰탕으로 해결해야지...
옥동식 서교점,dd,38,263,3.1,2020.08.03.,3.0,분위기도 맛도 정갈하다. 근처에 있다가 시간나면 들르기 좋을 듯. 카카오맵에는 브레이크 타임이 있다고 안내돼 있지만 요즘은 브레이크 타임 없이 영업 중인듯 하니 전화 해보고 가는 게 낫겠다. 양은 적다 (+코로나 시국에 불안한 점이 많이 보이는 식당)
옥동식 서교점,ㅋㅋ,15,210,3.5,2020.07.29.,3.0,
옥동식 서교점,몽몽,7,14,3.1,2020.07.28.,3.0,국물은 깔끔하고 좋았는데 김치 맛은 좀 아쉬웠어요
옥동식 서교점,MUMU,8,12,4.3,2020.07.21.,4.0,난 꽤나 맛있었는데 여자친구는 싫어하네요 여자친구도 고기는 맛있어했어요
옥동식 서교점,정용희,4,6,3.5,2020.07.11.,1.0,
옥동식 서교점,aa,43,661,3.6,2020.06.23.,3.0,저는 바로 들어가서 다행이었는데 웨이팅 할 맛은 아닌 것 같아요. 진한 돼지국밥 좋아하시는 분들은 실망할듯..냄새 안 나고 깔끔하긴 해요. 김치는 별로였어요.
옥동식 서교점,aurora,7,9,3.2,2020.06.14.,4.0,의외로 깔끔하고 맛있었습니다. 큰 기대는 안했는데 국물이 깨끗하고 장소는 협소하지만 조용하고 깔끔했습니다. 술을 한잔 곁들여먹으니 더좋았습니다.
옥동식 서교점,내가진짜쩝쩝박산데다따라하네,89,"1,717",3.8,2020.06.12.,3.0,"분위기도, 밥의 식감도, 야들야들 고기도, 시큼하게 익은 김치도, 보리주도! 모두 맘에 든다. 역시 난 특 먹길 잘했엉!(재방문 후 업데이트)곰탕은 겨울에 먹어야하나... 봄에 먹으니 예전 그맛이 아님.."
옥동식 서교점,진실한평가,34,149,3.3,2020.06.05.,1.0,"음.. 고기 찍어먹는 양념은 호불호 갈릴듯하구요 김치가 너무 신맛이 강해요..ㅠㅠ 그리고 돼지국밥인데 가격이 많이 비싸네요 한우곰탕도 만원대로 많은데요^^,,"
옥동식 서교점,Yoon MooAa,2,2,5.0,2020.05.23.,5.0,정말 국물 한방울 안 남기고 먹었어요! 엄청 맛있어요!!!
옥동식 서교점,MMM,3,2,1.5,2020.05.23.,1.0,"국물이 깔끔하기 보단 밍밍하고, 뜨겁지도 않아 미지근하게 내어주어 호불호가 있는듯,,, 비추 입니다. 가격도 올랐어요."
옥동식 서교점,인,16,28,4.8,2020.05.12.,5.0,국밥 안 좋아하는데 옥동식국밥은 좋아해요.
옥동식 서교점,ddh,11,26,4.5,2020.05.09.,5.0,"진하면서도 깔끔함적당한 온도, 염도양이 적어보이지만 배부르게 먹을 수 있는 곳"
옥동식 서교점,Min Lee,11,23,4.7,2020.05.09.,5.0,내가 먹어본 가장 깔끔한 국밥중 하나정말 밥이 술술 넘어감
옥동식 서교점,S. Kim,45,"1,148",3.5,2020.05.03.,4.0,맑은 국물을 좋아하는 사람한텐 최애 장소일듯. 개인적으로는 이런 맛이 취향은 아니지만 노력의 흔적은 충분히 알 수 있다.
옥동식 서교점,링컨,57,"1,048",3.5,2020.05.03.,4.0,호불호갈릴 맛ㅋㅋ 고기도 많고 깔끔해요
옥동식 서교점,ㅇ,2,2,1.5,2020.04.24.,2.0,쉐프보다는 장사꾼의 식당.고기의 맛은 싸구려 뒷다리살 특유의 단단하고 질긴 식감을 얇게썰어 중화시켰으나 별로다. 게다가 뒷다리살 특유의 잡내를 잡지는 못했다.육수는 파 뿌리를 같이 끓였는지 고기에서 나오는 순수한 아미노산질의 맛을 해친다.쉐프보다는 장사꾼의 식당.
옥동식 서교점,중기,4,6,4.5,2020.04.16.,2.0,맛은 그냥 그러하나 저녁시간이라 예민하셨는지 말에 화가 섞여있었어요 그리고 숟가락에서 쇠맛도 나서 아쉬웠네요직원분들 핸드폰 하시는거 조금 줄여주셨으면....
옥동식 서교점,김지성,3,5,5.0,2020.03.29.,5.0,맛이쎠요ㅠㅠㅠㅠ
옥동식 서교점,05,16,29,4.9,2020.03.17.,5.0,인 생 식 당
옥동식 서교점,stephen,21,23,4.0,2020.03.16.,2.0,가격비싸고 감칠맛이 없어요
옥동식 서교점,리소스,27,79,3.7,2020.03.11.,3.0,깔끔한 국밥. 그래도 9000원에 굳이.
옥동식 서교점,까다로운 입맛,13,13,1.3,2020.03.04.,1.0,전 별로네요.냉정하고  솔직히  맛 없어요.그릇의  비쥬얼과   맛있는  깍두기를  화두에 놓고  이야기 하느라  음식의  맛없음을 잊게 해주구요.  남자분들은 양이 적어서  국물까지 싹다 먹어야 하는데그래서인지  맛있어서  싹다 비운것같은 착각이 들정도예요.
옥동식 서교점,맥코,21,71,4.4,2020.03.03.,5.0,"돼지곰탕이 이렇게 깔끔할 수 있네요보리소주와의 페어링도 좋습니다 가게 분위기, 식기도 좋고요웨이팅이 제법 있으나 그럴 가치가 있습니다"
옥동식 서교점,레몬파이,12,19,3.8,2020.02.23.,4.0,깔끔함. 후회안할 맛곁들임 고추지는 국물약념이 아니니 조심많지 않은 좌석으로 기다리는 시간이 아쉽혼자가면 좀더 먹기 수월
옥동식 서교점,커피콩빵,5,53,4.1,2020.02.23.,5.0,
옥동식 서교점,여름독서사냥꾼,40,282,3.6,2020.02.16.,4.0,맛있어요 깔끔하고 음식에 집중하기 좋아요문제는 제 위에요 보통먹고 좀있으면 배고파요
옥동식 서교점,유동균,13,51,4.0,2020.02.03.,5.0,
옥동식 서교점,SOL,100,"4,533",3.3,2020.02.03.,5.0,"가야는이유 : 첫맛은 낯설지만 금방 익숙해지고 힐링되는 느낌, 반찬부터 국물까지 하나도 남기기 힘듬, 친절하심안가는이유 : 기본대기 30분, 재료소진 될 수 있음, 좌석수 11개(혼자 가면 빨리 먹을 수도)잔술은 보리소주같이 나오는건 고추지 (국물용이 아닌 고기양념장)고기는 지리산 버크셔K (박화춘박사라고 유명하신 분이 운영하는 농장)특은 고기양 차이 이게 6천원 차이니 좋은 고기 맞는듯"
옥동식 서교점,grumpy,21,65,3.4,2020.02.01.,4.0,훌륭하다
옥동식 서교점,임지,59,599,3.2,2020.01.29.,4.0,
옥동식 서교점,나나나나나,26,63,2.4,2020.01.19.,2.0,통 가격은 9000원이고 양은 적어요. .. 특의 반정도.특유의 냄새 좀 나고 무엇보다도 찐밥을 넣어주는데...소화가 안되는 느낌. 반찬은 김치한가지 뿐인데 그마저도 파는 김치
옥동식 서교점,웡요일,21,87,4.0,2020.01.15.,4.0,깔끔한맛
옥동식 서교점,geejee,35,190,4.6,2020.01.15.,5.0,ㅠㅠㅠㅠㅠ깔끔한 맛이고 냄새도 안나고 너무 맛있어요ㅠㅠㅠ고기도 넘나 부드러워용....
옥동식 서교점,GrLand,24,41,4.9,2019.12.29.,5.0,"음식점 분위기, 식기, 맛 모두 평균 이상입니다. 적당히 간이 밴 국물과 야들한 고기, 토렴으로 알알이 살아 있는 밥알까지요."
옥동식 서교점,JH,3,6,1.5,2019.12.21.,1.0,싸가지가 없음 주인장이..홍대에서 곰탕팔면서..호텔 코스요리 급 가오잡음
옥동식 서교점,L.P,55,177,4.0,2019.12.18.,4.0,냄새 잡기 힘든 돼지고기로 이리도 맛있게.. 맑게 깔끔하게 만들 수 있다니. 음식면에서는 최고.
옥동식 서교점,과노c,72,"1,095",4.2,2019.12.07.,4.0,
옥동식 서교점,쮸루루룹,6,7,1.6,2019.12.03.,1.0,"맛은 쏘쏘. 양 너무 적고요. 특히 가게 분위기가 너무 불편해요. 직원들 웃음기가 하나 없고 밥 먹는 내내 불편.. 물어보는 손님들한테 무뚝뚝한 말투와 무표정, 직원끼리 웃으며 밝은 대화. 최악의 서비스중 하나라고 생각하네요."
옥동식 서교점,외긔러긔,26,229,3.3,2019.12.01.,4.0,함께 파는 쾰쉬 맥주는 꼭 함께하시길...
옥동식 서교점,김희수,3,3,3.3,2019.11.29.,1.0,다리고있는데 휴식중으로 바꾸시는건 어디서볼수있는 서비스인가요...
옥동식 서교점,라미97,45,452,3.3,2019.11.16.,1.0,하동관 특과 천원차이맛은? 하늘과 땅 차이미슐랭이라고 별거 없음
옥동식 서교점,edit,19,35,4.6,2019.11.03.,5.0,돼지곰탕으로 이 맛까지 낼 수 있구나 하는 맛. 특까지는 필요 없을듯
옥동식 서교점,맛도사,15,28,2.2,2019.10.28.,3.0,"깔끔하고 담백한 맛.단, 김치는 맛 없음.특 사이즈는 너무 비싸고, 먹을 이유가 없음.보통 먹으면 됨."
옥동식 서교점,BK,4,21,3.6,2019.10.27.,4.0,
옥동식 서교점,덕슈궁,22,39,2.6,2019.10.21.,1.0,고추찌?이것 빼고 그냥 그랬어요 국물도 그냥 밍숭맹숭했습니다.
옥동식 서교점,전경현,2,5,4.0,2019.10.08.,4.0,
옥동식 서교점,JY,8,9,3.7,2019.09.29.,5.0,맛도 깔끔하고 회전률도 빨라요!
옥동식 서교점,과민성 대장남,32,160,3.6,2019.09.11.,4.0,아직 보통을 안먹어봐서 별하나 뺍니다~ 특은 고기도 많고 밥은 좀 적었는데 맛은 꽤 좋아요~ 놋그릇 5점분위기 5점맛 5점양 4점위치 3점김치 4점보리차 5점
옥동식 서교점,뇨뇨,23,76,4.2,2019.09.11.,5.0,대 존 맛
옥동식 서교점,S:D,67,598,3.6,2019.08.21.,4.0,국밥집하면 떠오르는 분위기를 다 깨부심재즈. 바테이블. 독일생맥주. 자리에서 계산하는 것까지주차공간도 없고 웨이팅은 길지만내 차례가 오면 제대로 세팅해서 맞이함국밥에 대파가 아닌 실파가 정말 가늘게 올려져있고고기도 얇게 썰려 먹기 좋음초밥집처럼 나무통에서 밥을 푸고한번 토렴해낸후 국물을 담아 주는 순서까지
옥동식 서교점,블루,9,9,4.7,2019.08.20.,5.0,"수저 받침에 정성스럽게 수저를 놓아주시는 모습, 놋그릇에 담긴 시원하고 새콤한 김치, 따듯한 국물, 고소한 고기, 감칠맛 나는 고기장 더 달라고 하기, 밥과 국물을 함께 떠서 김치 얹어 먹기, 그리고 적당한 음량으로 흘러나오는 보사노바 재즈."
옥동식 서교점,좋았던곳만리뷰남김,11,21,5.0,2019.08.18.,5.0,
옥동식 서교점,먹해달,23,57,3.1,2019.08.11.,3.0,"위생 0점맛은 4.5테이블 수 적어서 손님도 적은데,미리 담아놓는 양념장싱크대 설거짓거리 옆에 식자재...날벌레 날아다녀서 식사에 방해 됨.맛만 좋았음.양은 적음.(추가로 밥을 더 주는 거 같음)"
옥동식 서교점,sp,17,892,3.8,2019.07.07.,5.0,
옥동식 서교점,진은옥,3,4,4.0,2019.07.01.,5.0,평소 국밥 별로 안좋아하는데 넘 맛있게 먹었어요 특히 양념장! 청량고추가 들어가서 맛있어요!
옥동식 서교점,파루,54,611,3.1,2019.06.27.,4.0,아주 특이한 돼지국밥...잡내는 없는데 정체를 알 수 없는 특이한 냄새가 약간 있다.몇번 더 먹어봐야 알 수 있을 듯...
옥동식 서교점,정하연,5,93,3.7,2019.06.23.,5.0,
옥동식 서교점,ㅎㅎ,13,20,4.0,2019.06.07.,5.0,맛집인정!!
옥동식 서교점,배재현,67,591,3.5,2019.04.30.,4.0,드문 돼지곰탕전문. 항상 대기열이 많다고 함돼지곰탕 (특) ㅡ 믿기지 않게 잡내가 없음. 고명으로 올라간 수육역시 매우 훌륭함.
옥동식 서교점,tarareo,17,192,3.9,2019.04.19.,4.0,맑고 담백
옥동식 서교점,정남선생,40,518,3.3,2019.04.09.,4.0,특색있고 맛도 있습니다.(첫맛은 엉? 이건뭐지?! 하다가 먹을수록 맛있습니다)수요미식회 맛집 중 인정!
옥동식 서교점,배슐랭,37,187,3.7,2019.04.04.,2.0,3월달 친구들과 함께 방문특사이즈를 먹었습니다.솔직히 맛있는건 아니더군요 그냥 처음먹어보는 맛.처음먹어보는 새로운맛 그 이상도 그 이하도 아닙니다.고기가 퍽퍽한편이기에 얇게 제공되는것 같으며같이나오는 양념장은 국밥과 어울리지 않았습니다.그렇다고 돼지 냄새를 다잡은것도 아니더군요.요즘은 외국인들이 더 많이 방문하는듯 싶더군요제가 기대가 컸던 탓일까요? 다시 방문하지는 않을듯 싶네요아 또한 찬물을 달라고하면 그 수도가에 달려있는 정수필터에서 담아서주네요 냉장고에서 찬물도 구비하는게 좋아 보여요 다찌형 오픈주방이란걸 생각하셔야합니다
옥동식 서교점,뀨뀨,19,40,3.4,2019.03.23.,5.0,깔끔합니다. 정갈합니다. 놋그릇과 수저오픈키친이라 음식 조리의 대부분을 볼 수 있어서 좋기도하구요. 자리가 조금 비좁아 식사시간보다 일찍 가서 드세요~점장이 쫌 어려보여도 존댓말로 얘기해주시구요!
옥동식 서교점,whatever,24,97,3.5,2019.03.06.,5.0,정갈하고 깔끔한 맛이예요
옥동식 서교점,맛집감별사,20,154,3.9,2019.02.28.,4.0,
옥동식 서교점,상현,3,3,2.7,2019.01.26.,4.0,"본인 기억용으로 적어둠.자리는 총 11석, 8천원 보통 14천원 특 두가지 중 특 시킴.편육처럼 얇게 썬 돼지고기 나오고 양 많음 특기준밥, 육수 무료 추가가능 고기는 안됨밥 추가 시 약간 설익게 나오는데 안익은 햇반같아서 씹힐 정도국물은 적당히 기름기있고 맑음다음엔 파 추가해달라 할것"
옥동식 서교점,ㅇ,5,48,3.2,2019.01.21.,4.0,
옥동식 서교점,이병학,36,645,3.7,2019.01.14.,4.0,맑은 돼지곰탕
옥동식 서교점,풀컨,29,94,2.4,2018.12.23.,2.0,과포장과대평가....돼지육수의 맑은곰탕 맛이 과연 좋으까요향 잡맛 잡기위해 또다른 어울리않는 향신의 맛이 좀 억지예요이베리아 돼지 의 그 퍽퍽함이 좋았다구요? ㅋㅋㅋ
옥동식 서교점,olaf,9,11,3.5,2018.12.19.,4.0,과하지도 덜하지도 않은 정갈한맛임. 맛에서는 나무랄데가 없으나식사공간이 협소한데 그릇 치우는 소리가 너무 크게 들려서 조금 정신이 없다는 생각이 들 때가 있어서 1점 뺐어요..
옥동식 서교점,ㅇㄴ,25,51,3.3,2018.12.14.,2.0,"분명 음식에서 정성이 느껴지는 좋은 식당인 듯 하지만, 제겐 기본적으로 돼지로 만든 맑은탕이 느끼하지 않을 수 없는 것 같네요. 깔끔하고 맛있는 부산돼지국밥을 먹고 난 후의 재료에서 오는 어쩔 수 없는 느끼함과 비슷한 기분. 색다르긴 했지만 두 번 가진 않겠네요."
옥동식 서교점,김지연,16,775,4.3,2018.11.23.,5.0,
옥동식 서교점,퐁!,8,14,2.4,2018.11.06.,4.0,정갈한 한끼.
옥동식 서교점,BOKI,73,792,4.3,2018.10.14.,5.0,"드디어 가본 옥동식, 흔하게 먹던 돼지국밥 스타일은 아니었다. 국물을 한번 떠보니 아주 깔끔한 국물만으로는 갈비탕 느낌도 났다. 돼지고기는 아주 부드러웠으며 고추지를 조금 찍어 먹어보니 간이 딱 맞았다. 잔술도 한잔 했는데 아주 기분 좋게 밥을 먹었다. 대기하는 사람이 많음에도 번잡하지 않은 분위기를 이끌어내었으며 먹는데 불편함이 전혀 없었다. 아주 기분좋게 먹었습니다."
옥동식 서교점,tall165cm,68,688,4.4,2018.10.08.,5.0,진짜 깔끔한 맛. 조금 짠 느낌이 있는데도 한그릇 싸악 비움. 정말 얇게 썰어낸 고기에 고추지 살짝 얹어 먹으니 너무 행복하다 ㅠㅠ
옥동식 서교점,손정민,2,1,5.0,2018.09.03.,5.0,타지에서 직접 걸어가서 먹어봤습니다. 일반 돼지국밥이나 맑은 곰탕의 대명사인 나주곰탕과 비교할 때 꽤 다른 느낌입니다. 특히 얇게 겹겹히 올려져있는 돼지고기가 참 맛있네요. 새로운 경험도 좋았고 깔끔한 분위기에서 식사할 수 있었던 점이 좋았습니다. 저는 브레이크 타임이 끝나자마자 가서 먹었을 때 대기하지 않고 바로 먹었습니다. 참고하시기 바랄게요!
옥동식 서교점,맛,69,"1,167",4.5,2018.08.30.,4.0,버크셔 돼지국밥 100 한정
옥동식 서교점,미식한고독가,12,96,3.5,2018.08.13.,5.0,
옥동식 서교점,jamon lover,61,"1,670",3.3,2018.08.06.,3.0,2018.08.04성의껏 만듬.괜찮은데 또 가진 않을 듯.
옥동식 서교점,-,27,96,3.7,2018.07.20.,4.0,
옥동식 서교점,양슐랭,22,609,3.4,2018.07.08.,4.0,
옥동식 서교점,gourmet,32,179,1.6,2018.07.01.,2.0,역시 거품.
옥동식 서교점,Choi Dong Sik,45,350,4.0,2018.06.09.,4.0,버크셔K로 우려낸 국밥기존의 국밥과 달리 투명했고 맛도 달랐다.보통으로 주문해서 먹었고 양도 충분했음.매뉴는 보통과 특으로 심플했고 자리는 협소했다.
옥동식 서교점,sh,6,14,3.7,2018.06.08.,3.0,
옥동식 서교점,!!!111,32,94,3.4,2018.05.23.,3.0,3.5점주고 싶은데 없어서 3점줌.국물이 깔끔하고 고기가 얇아서 부드럽게 느껴짐.근데 가격이 조금 사악하고(보통과 특 가격차이가 많이남) 자리가 한정되어 있어 무조건 기다려야 함. 기다리는 사람이 많아 음식만 집중해서 먹어야 함.
옥동식 서교점,박민지,67,"1,511",3.0,2018.05.21.,3.0,
옥동식 서교점,랑이언니,16,248,3.7,2018.05.07.,5.0,
옥동식 서교점,Y.R Kim,14,42,3.6,2018.05.06.,4.0,꼭 20000짜리로..~~
옥동식 서교점,나경,22,714,3.4,2018.04.30.,4.0,
옥동식 서교점,montgomery,18,55,4.3,2018.04.01.,5.0,
옥동식 서교점,SSun.,79,"1,706",3.9,2018.03.21.,5.0,진심 여긴 별 다섯개각!!!!역대급 돼지곰탕이다어떻게 국물맛이 이렇게 깔끔할까...!!마성의 국물이네 이거ㅎㅎㅎ너무 맛있어서 밥 추가+국물 전체 완탕을!자꾸 생각날듯 흐흐~~
옥동식 서교점,새별,44,250,3.8,2018.03.06.,4.0,뜨끈하고 맑은 국물에 고기가 듬뿍. 밥은 말아져나오는데 퍼지지 않고 탱글탱글. 몸도 맘도 따뜻해지는 느낌. 뽀얗고 진한 국물쪽이 좀 더 취향이라 좀 아쉽지만 충분히 건강한 느낌. 반면 생각보다 간은 좀 세지않나. 평일엔 틈도없고 주말마다 방문해서 삼고초려끝에 방문한 것 치고는 감동이 덜함. 그래도 왠지 매진이 안걸려있다면 또 들어와서 먹고 있을 듯!
옥동식 서교점,저염식좋아요,12,19,4.5,2018.03.03.,5.0,맛있네요. 맛만큼 공간 분위기와 전반적인 색감이 편안했어요. 다만 10명 정도 앉을 수 있는 공간이라 대기가 있을 수 있습니다.
