기준년월,요일구분,출발 시간대,출발지_시군구코드,출발지_시도명,출발지_시군구명,출발지_중심_X좌표,출발지_중심_Y좌표,이동수단 구분,성별,연령별(10세),인구 수
202401,월,11,41173,경기도,안양시 동안구,951796,1933620,4,W,6,3.5
202401,화,16,41271,경기도,안산시 상록구,944176,1924186,1,M,9,95.79
202401,목,12,41465,경기도,용인시 수지구,962048,1926137,0,W,6,5045.49
202401,일,2,41271,경기도,안산시 상록구,944176,1924186,3,M,9,34.06
202401,금,21,41650,경기도,포천시,978069,1996673,7,M,8,3.41
202401,금,14,41113,경기도,수원시 권선구,953861,1918083,7,W,9,49.27
202401,월,9,41196,경기도,부천시 오정구,937564,1947819,5,W,6,3.86
202401,일,2,41210,경기도,광명시,943809,1938625,0,M,7,146.83
202401,화,9,41450,경기도,하남시,974018,1947095,0,M,8,1662.07
202401,화,17,41390,경기도,시흥시,935643,1931618,1,W,5,3590.06
202401,화,19,41194,경기도,부천시 소사구,937850,1941972,7,W,10,3.5
202401,일,9,41590,경기도,화성시,942172,1908000,0,M,6,18031.41
202401,토,0,41192,경기도,부천시 원미구,936267,1944735,0,M,1,7
202401,수,21,41194,경기도,부천시 소사구,937850,1941972,7,M,8,15.84
202401,일,10,41463,경기도,용인시 기흥구,966424,1918787,2,M,9,138.62
202401,월,0,41171,경기도,안양시 만안구,947900,1934052,7,M,2,36.29
202401,일,9,41173,경기도,안양시 동안구,951796,1933620,0,M,10,13.39
202401,일,7,41117,경기도,수원시 영통구,960690,1919671,5,W,3,36.16
202401,목,11,41450,경기도,하남시,974018,1947095,2,M,3,550.25
202401,토,11,41463,경기도,용인시 기흥구,966424,1918787,5,W,6,17.08
202401,금,5,41650,경기도,포천시,978069,1996673,2,W,4,11.89
202401,화,10,41113,경기도,수원시 권선구,953861,1918083,1,M,7,1977.78
202401,월,21,41210,경기도,광명시,943809,1938625,0,M,1,24.5
202401,화,18,41171,경기도,안양시 만안구,947900,1934052,0,W,4,2063.86
202401,목,12,41194,경기도,부천시 소사구,937850,1941972,2,M,5,317.32
202401,목,20,41390,경기도,시흥시,935643,1931618,0,M,5,8793.38
202401,토,19,41390,경기도,시흥시,935643,1931618,1,W,2,402.78
202401,월,19,41196,경기도,부천시 오정구,937564,1947819,3,M,7,1404.24
202401,목,15,41173,경기도,안양시 동안구,951796,1933620,7,W,2,284.54
202401,수,19,41111,경기도,수원시 장안구,955994,1924011,5,M,4,11.66
202401,토,19,41113,경기도,수원시 권선구,953861,1918083,1,M,2,575.2
202401,일,11,41192,경기도,부천시 원미구,936267,1944735,1,W,7,1965.8
202401,일,12,41590,경기도,화성시,942172,1908000,3,W,7,3886.62
202401,토,11,41590,경기도,화성시,942172,1908000,0,W,9,554.48
202401,월,0,41390,경기도,시흥시,935643,1931618,3,W,8,233.77
202401,수,0,41465,경기도,용인시 수지구,962048,1926137,7,W,3,17.62
202401,월,6,41461,경기도,용인시 처인구,978070,1911643,3,W,2,424.04
202401,목,13,41117,경기도,수원시 영통구,960690,1919671,7,M,3,680.23
202401,일,18,41196,경기도,부천시 오정구,937564,1947819,3,W,2,408.22
202401,수,21,41173,경기도,안양시 동안구,951796,1933620,1,W,6,3180.21
202401,목,9,41273,경기도,안산시 단원구,925133,1918594,3,W,5,2346.16
202401,수,22,41271,경기도,안산시 상록구,944176,1924186,3,M,8,355.49
202401,일,5,41463,경기도,용인시 기흥구,966424,1918787,5,W,2,7.79
202401,토,19,41171,경기도,안양시 만안구,947900,1934052,5,M,7,66.23
202401,화,20,41111,경기도,수원시 장안구,955994,1924011,1,W,9,19.04
202401,화,19,41115,경기도,수원시 팔달구,957104,1919945,3,M,3,2917.93
202401,일,21,41192,경기도,부천시 원미구,936267,1944735,7,W,5,239.3
202401,일,23,41192,경기도,부천시 원미구,936267,1944735,3,W,1,24.5
202401,토,17,41113,경기도,수원시 권선구,953861,1918083,7,M,3,899.32
202401,금,15,41173,경기도,안양시 동안구,951796,1933620,1,M,2,1283.87
202401,화,2,41650,경기도,포천시,978069,1996673,3,M,1,17.5
202401,월,8,41111,경기도,수원시 장안구,955994,1924011,0,W,8,611.13
202401,일,15,41463,경기도,용인시 기흥구,966424,1918787,0,M,9,300.8
202401,토,8,41590,경기도,화성시,942172,1908000,1,W,9,109.46
202401,월,15,41196,경기도,부천시 오정구,937564,1947819,5,W,2,3.5
202401,금,11,41590,경기도,화성시,942172,1908000,7,M,1,108.5
202401,월,3,41171,경기도,안양시 만안구,947900,1934052,3,M,6,811.9
202401,토,4,41173,경기도,안양시 동안구,951796,1933620,2,W,6,16.81
202401,금,11,41463,경기도,용인시 기흥구,966424,1918787,1,W,2,1415.02
202401,금,0,41273,경기도,안산시 단원구,925133,1918594,7,M,2,21.53
202401,목,15,41192,경기도,부천시 원미구,936267,1944735,7,M,5,617.3
202401,금,18,41590,경기도,화성시,942172,1908000,3,W,7,3847.05
202401,토,17,41196,경기도,부천시 오정구,937564,1947819,1,W,10,7
202401,월,21,41196,경기도,부천시 오정구,937564,1947819,1,M,5,519.7
202401,토,3,41171,경기도,안양시 만안구,947900,1934052,2,M,6,19.42
202401,목,13,41194,경기도,부천시 소사구,937850,1941972,7,W,6,325.79
202401,월,7,41650,경기도,포천시,978069,1996673,2,W,7,27.86
202401,일,18,41450,경기도,하남시,974018,1947095,2,M,7,293.96
202401,일,13,41650,경기도,포천시,978069,1996673,3,W,6,868.85
202401,월,12,41461,경기도,용인시 처인구,978070,1911643,1,M,4,1398.57
202401,일,6,41450,경기도,하남시,974018,1947095,5,W,7,7.18
202401,화,7,41171,경기도,안양시 만안구,947900,1934052,3,M,6,2053.25
202401,수,11,41271,경기도,안산시 상록구,944176,1924186,5,W,2,3.5
202401,금,4,41210,경기도,광명시,943809,1938625,2,M,2,3.79
202401,수,5,41196,경기도,부천시 오정구,937564,1947819,2,M,9,10.85
202401,일,22,41113,경기도,수원시 권선구,953861,1918083,7,W,9,3.74
202401,목,22,41450,경기도,하남시,974018,1947095,2,W,2,85.99
202401,목,5,41461,경기도,용인시 처인구,978070,1911643,2,W,5,16.77
202401,금,9,41450,경기도,하남시,974018,1947095,2,M,6,634.09
202401,수,8,41271,경기도,안산시 상록구,944176,1924186,0,W,6,8455.51
202401,수,8,41194,경기도,부천시 소사구,937850,1941972,3,W,1,545.95
202401,토,22,41390,경기도,시흥시,935643,1931618,2,M,5,39.05
202401,화,12,41461,경기도,용인시 처인구,978070,1911643,7,M,2,356.12
202401,월,8,41171,경기도,안양시 만안구,947900,1934052,0,M,6,4176.22
202401,월,6,41461,경기도,용인시 처인구,978070,1911643,1,W,4,309.28
202401,수,7,41590,경기도,화성시,942172,1908000,7,W,8,281.79
202401,화,16,41111,경기도,수원시 장안구,955994,1924011,5,M,7,9.97
202401,월,1,41192,경기도,부천시 원미구,936267,1944735,3,M,1,94.5
202401,수,16,41192,경기도,부천시 원미구,936267,1944735,3,M,1,1094.11
202401,수,3,41173,경기도,안양시 동안구,951796,1933620,7,W,3,31.65
202401,금,18,41192,경기도,부천시 원미구,936267,1944735,3,W,3,4837.39
202401,토,13,41271,경기도,안산시 상록구,944176,1924186,2,M,3,902.48
202401,화,12,41210,경기도,광명시,943809,1938625,0,W,7,3144.46
202401,월,5,41111,경기도,수원시 장안구,955994,1924011,7,W,6,168.18
202401,목,14,41210,경기도,광명시,943809,1938625,3,W,3,1013.3
202401,일,2,41650,경기도,포천시,978069,1996673,7,M,2,27.06
202401,목,6,41171,경기도,안양시 만안구,947900,1934052,7,W,1,3.5
202401,목,5,41463,경기도,용인시 기흥구,966424,1918787,2,M,2,14.93
202401,수,8,41192,경기도,부천시 원미구,936267,1944735,3,W,2,4310.03
202401,수,11,41390,경기도,시흥시,935643,1931618,2,M,1,7
202401,화,2,41111,경기도,수원시 장안구,955994,1924011,0,W,4,126.82
202401,목,16,41113,경기도,수원시 권선구,953861,1918083,7,W,2,500.34
202401,월,1,41173,경기도,안양시 동안구,951796,1933620,1,W,7,104.63
202401,수,18,41590,경기도,화성시,942172,1908000,7,W,10,17.5
202401,수,8,41115,경기도,수원시 팔달구,957104,1919945,0,W,4,3806.04
202401,목,2,41113,경기도,수원시 권선구,953861,1918083,1,W,5,58.91
202401,토,1,41192,경기도,부천시 원미구,936267,1944735,0,W,8,49.39
202401,목,23,41115,경기도,수원시 팔달구,957104,1919945,3,W,7,274.92
202401,월,12,41461,경기도,용인시 처인구,978070,1911643,4,W,5,3.5
202401,금,4,41450,경기도,하남시,974018,1947095,0,W,7,379.32
202401,금,12,41590,경기도,화성시,942172,1908000,0,W,1,997.5
202401,화,9,41117,경기도,수원시 영통구,960690,1919671,3,M,1,444.5
202401,수,9,41194,경기도,부천시 소사구,937850,1941972,2,W,2,186.78
202401,금,11,41590,경기도,화성시,942172,1908000,4,M,3,5.43
202401,월,3,41590,경기도,화성시,942172,1908000,7,M,3,223.77
202401,수,11,41273,경기도,안산시 단원구,925133,1918594,6,W,2,3.5
202401,수,5,41173,경기도,안양시 동안구,951796,1933620,7,M,3,76.5
202401,화,9,41196,경기도,부천시 오정구,937564,1947819,1,W,7,1607.44
202401,목,9,41117,경기도,수원시 영통구,960690,1919671,2,M,4,1051.13
202401,토,10,41590,경기도,화성시,942172,1908000,0,W,6,17979.22
202401,일,15,41113,경기도,수원시 권선구,953861,1918083,2,M,6,133.8
202401,토,22,41115,경기도,수원시 팔달구,957104,1919945,1,M,9,13.77
202401,토,2,41111,경기도,수원시 장안구,955994,1924011,3,W,8,192.82
202401,화,14,41117,경기도,수원시 영통구,960690,1919671,1,W,7,3162.52
202401,토,7,41111,경기도,수원시 장안구,955994,1924011,1,W,2,93.12
202401,목,13,41111,경기도,수원시 장안구,955994,1924011,2,W,5,70.88
202401,화,10,41194,경기도,부천시 소사구,937850,1941972,2,M,3,429.4
202401,일,17,41210,경기도,광명시,943809,1938625,1,W,8,313.78
202401,토,1,41196,경기도,부천시 오정구,937564,1947819,3,M,10,3.5
202401,토,20,41171,경기도,안양시 만안구,947900,1934052,3,M,3,1378.79
202401,토,8,41194,경기도,부천시 소사구,937850,1941972,7,W,9,22.43
202401,월,13,41194,경기도,부천시 소사구,937850,1941972,7,M,8,130.88
202401,수,19,41273,경기도,안산시 단원구,925133,1918594,7,M,6,1019.94
202401,월,0,41117,경기도,수원시 영통구,960690,1919671,7,W,8,13.83
202401,금,21,41390,경기도,시흥시,935643,1931618,0,W,2,968.06
202401,일,5,41111,경기도,수원시 장안구,955994,1924011,3,M,1,35
202401,금,22,41111,경기도,수원시 장안구,955994,1924011,0,M,4,1619.4
202401,목,18,41590,경기도,화성시,942172,1908000,5,M,3,115.44
202401,금,2,41196,경기도,부천시 오정구,937564,1947819,3,W,3,225.07
202401,목,9,41113,경기도,수원시 권선구,953861,1918083,0,M,3,3445.58
202401,금,21,41463,경기도,용인시 기흥구,966424,1918787,7,M,2,428.03
202401,월,22,41271,경기도,안산시 상록구,944176,1924186,2,W,6,22.36
202401,화,9,41590,경기도,화성시,942172,1908000,2,W,2,183.63
202401,수,14,41465,경기도,용인시 수지구,962048,1926137,0,M,6,4263.08
202401,월,17,41463,경기도,용인시 기흥구,966424,1918787,5,W,8,3.5
202401,화,16,41463,경기도,용인시 기흥구,966424,1918787,1,W,5,4719.93
202401,화,9,41650,경기도,포천시,978069,1996673,0,M,10,33.83
202401,토,22,41196,경기도,부천시 오정구,937564,1947819,7,W,4,66.78
202401,수,18,41461,경기도,용인시 처인구,978070,1911643,3,W,4,1534.69
202401,토,1,41271,경기도,안산시 상록구,944176,1924186,7,W,8,7.38
202401,토,21,41461,경기도,용인시 처인구,978070,1911643,2,M,5,14.56
202401,일,7,41463,경기도,용인시 기흥구,966424,1918787,2,M,5,124.69
202401,월,13,41117,경기도,수원시 영통구,960690,1919671,3,W,9,421.75
202401,토,9,41194,경기도,부천시 소사구,937850,1941972,4,W,5,7.76
202401,화,18,41113,경기도,수원시 권선구,953861,1918083,0,W,2,1034.14
202401,일,7,41271,경기도,안산시 상록구,944176,1924186,0,W,2,185.98
202401,월,22,41271,경기도,안산시 상록구,944176,1924186,0,M,9,18.64
202401,목,6,41171,경기도,안양시 만안구,947900,1934052,0,M,9,38.39
202401,일,16,41450,경기도,하남시,974018,1947095,7,M,2,413.73
202401,화,13,41115,경기도,수원시 팔달구,957104,1919945,7,W,3,571.57
202401,수,6,41590,경기도,화성시,942172,1908000,3,M,7,4346.15
202401,화,15,41115,경기도,수원시 팔달구,957104,1919945,0,W,1,189
202401,금,8,41590,경기도,화성시,942172,1908000,6,M,4,2.51
202401,월,3,41115,경기도,수원시 팔달구,957104,1919945,0,W,5,166.67
202401,일,21,41117,경기도,수원시 영통구,960690,1919671,1,W,3,1474.6
202401,금,8,41461,경기도,용인시 처인구,978070,1911643,0,M,5,10817.47
202401,일,14,41171,경기도,안양시 만안구,947900,1934052,3,W,6,1929.75
202401,일,10,41390,경기도,시흥시,935643,1931618,2,W,8,209.26
202401,수,5,41111,경기도,수원시 장안구,955994,1924011,2,W,5,69.7
202401,목,17,41192,경기도,부천시 원미구,936267,1944735,5,M,5,7.21
202401,화,23,41271,경기도,안산시 상록구,944176,1924186,0,W,1,3.5
202401,금,4,41271,경기도,안산시 상록구,944176,1924186,0,M,5,1312.86
202401,수,9,41173,경기도,안양시 동안구,951796,1933620,3,M,7,3027.86
202401,일,6,41450,경기도,하남시,974018,1947095,2,W,9,15.67
202401,화,21,41117,경기도,수원시 영통구,960690,1919671,1,M,7,760
202401,화,0,41590,경기도,화성시,942172,1908000,1,M,9,3.93
202401,목,4,41463,경기도,용인시 기흥구,966424,1918787,2,M,9,2.84
202401,수,7,41111,경기도,수원시 장안구,955994,1924011,1,W,9,57.17
202401,화,14,41210,경기도,광명시,943809,1938625,0,M,1,161
202401,목,8,41271,경기도,안산시 상록구,944176,1924186,4,W,9,3.5
202401,일,20,41194,경기도,부천시 소사구,937850,1941972,1,W,9,18.97
202401,수,5,41194,경기도,부천시 소사구,937850,1941972,2,W,3,307.7
202401,목,16,41173,경기도,안양시 동안구,951796,1933620,1,M,3,1950.89
202401,월,6,41210,경기도,광명시,943809,1938625,0,M,7,3852.52
202401,일,22,41461,경기도,용인시 처인구,978070,1911643,7,M,6,69.49
202401,월,1,41117,경기도,수원시 영통구,960690,1919671,3,W,4,1949.42
202401,월,5,41463,경기도,용인시 기흥구,966424,1918787,7,W,3,148.45
202401,목,18,41115,경기도,수원시 팔달구,957104,1919945,1,M,7,1433.33
202401,금,8,41171,경기도,안양시 만안구,947900,1934052,7,M,9,35.73
202401,일,19,41450,경기도,하남시,974018,1947095,0,W,3,3979.61
202401,일,22,41390,경기도,시흥시,935643,1931618,1,W,4,249.32
202401,수,7,41463,경기도,용인시 기흥구,966424,1918787,1,M,6,3986.02
202401,월,7,41194,경기도,부천시 소사구,937850,1941972,7,M,1,10.5
202401,목,8,41113,경기도,수원시 권선구,953861,1918083,5,W,8,29.86
202401,월,13,41390,경기도,시흥시,935643,1931618,4,W,4,3.79
202401,목,8,41273,경기도,안산시 단원구,925133,1918594,5,M,4,29.72
202401,수,16,41171,경기도,안양시 만안구,947900,1934052,0,W,5,1773.22
202401,금,17,41113,경기도,수원시 권선구,953861,1918083,5,W,2,16.57
202401,금,11,41461,경기도,용인시 처인구,978070,1911643,3,M,7,1324.29
202401,토,0,41196,경기도,부천시 오정구,937564,1947819,7,M,3,20.08
202401,수,12,41463,경기도,용인시 기흥구,966424,1918787,0,M,4,7718.74
202401,수,14,41113,경기도,수원시 권선구,953861,1918083,3,M,4,1595.79
202401,금,8,41271,경기도,안산시 상록구,944176,1924186,1,W,3,2552.53
202401,일,8,41273,경기도,안산시 단원구,925133,1918594,1,W,9,67.79
202401,금,12,41463,경기도,용인시 기흥구,966424,1918787,2,M,6,326.04
202401,수,3,41173,경기도,안양시 동안구,951796,1933620,1,W,3,69
202401,일,13,41271,경기도,안산시 상록구,944176,1924186,4,W,7,22.69
202401,토,4,41115,경기도,수원시 팔달구,957104,1919945,0,M,4,936.2
202401,화,8,41450,경기도,하남시,974018,1947095,7,W,9,94.12
202401,목,6,41117,경기도,수원시 영통구,960690,1919671,2,M,3,927.92
202401,목,17,41210,경기도,광명시,943809,1938625,3,M,10,12.96
202401,수,12,41171,경기도,안양시 만안구,947900,1934052,0,M,5,2387.8
202401,수,20,41450,경기도,하남시,974018,1947095,3,W,8,1132.81
202401,목,7,41463,경기도,용인시 기흥구,966424,1918787,0,W,8,964.38
202401,금,0,41463,경기도,용인시 기흥구,966424,1918787,0,M,3,455.6
202401,목,6,41196,경기도,부천시 오정구,937564,1947819,1,W,7,686.2
202401,토,6,41390,경기도,시흥시,935643,1931618,0,M,1,66.5
202401,화,10,41210,경기도,광명시,943809,1938625,3,M,1,294
202401,일,2,41590,경기도,화성시,942172,1908000,7,W,4,133.73
202401,목,23,41210,경기도,광명시,943809,1938625,1,M,3,66.03
202401,토,11,41590,경기도,화성시,942172,1908000,7,W,10,10.5
202401,토,10,41117,경기도,수원시 영통구,960690,1919671,4,M,3,2.85
202401,목,9,41171,경기도,안양시 만안구,947900,1934052,1,M,3,849.12
202401,일,7,41271,경기도,안산시 상록구,944176,1924186,2,M,10,7.77
202401,목,6,41210,경기도,광명시,943809,1938625,3,W,4,946.46
202401,금,0,41390,경기도,시흥시,935643,1931618,1,W,5,28.91
202401,토,18,41465,경기도,용인시 수지구,962048,1926137,3,W,1,276.5
202401,화,10,41171,경기도,안양시 만안구,947900,1934052,4,W,7,2.18
202401,화,8,41111,경기도,수원시 장안구,955994,1924011,5,M,8,23.83
202401,월,10,41113,경기도,수원시 권선구,953861,1918083,7,M,1,94.5
202401,토,1,41590,경기도,화성시,942172,1908000,7,M,8,26.44
202401,수,16,41111,경기도,수원시 장안구,955994,1924011,5,W,8,10.5
202401,목,21,41465,경기도,용인시 수지구,962048,1926137,3,W,10,7.27
202401,수,3,41111,경기도,수원시 장안구,955994,1924011,7,M,8,9.9
202401,월,8,41171,경기도,안양시 만안구,947900,1934052,3,W,4,2093.86
202401,일,13,41192,경기도,부천시 원미구,936267,1944735,3,W,6,4412.13
202401,월,3,41590,경기도,화성시,942172,1908000,0,M,4,1910.21
202401,토,6,41271,경기도,안산시 상록구,944176,1924186,3,M,10,3.12
202401,일,11,41465,경기도,용인시 수지구,962048,1926137,5,M,3,10.99
202401,월,1,41117,경기도,수원시 영통구,960690,1919671,3,M,9,111.62
202401,토,4,41461,경기도,용인시 처인구,978070,1911643,7,W,5,38.41
202401,목,16,41171,경기도,안양시 만안구,947900,1934052,3,W,2,1474.38
202401,금,3,41113,경기도,수원시 권선구,953861,1918083,7,W,3,26.96
202401,일,17,41194,경기도,부천시 소사구,937850,1941972,5,M,7,10.58
202401,금,10,41117,경기도,수원시 영통구,960690,1919671,0,W,5,4956.73
202401,수,9,41113,경기도,수원시 권선구,953861,1918083,3,W,8,1422.43
202401,화,18,41194,경기도,부천시 소사구,937850,1941972,0,W,1,114.76
202401,수,21,41192,경기도,부천시 원미구,936267,1944735,3,W,3,4945.74
202401,목,4,41173,경기도,안양시 동안구,951796,1933620,2,M,3,20.21
202401,목,21,41650,경기도,포천시,978069,1996673,0,W,1,28
202401,금,4,41173,경기도,안양시 동안구,951796,1933620,7,M,8,31.43
202401,화,0,41273,경기도,안산시 단원구,925133,1918594,1,M,3,314.76
202401,화,9,41463,경기도,용인시 기흥구,966424,1918787,3,M,6,3355.58
202401,수,13,41192,경기도,부천시 원미구,936267,1944735,0,W,3,2129.27
202401,목,13,41273,경기도,안산시 단원구,925133,1918594,2,M,7,412.99
202401,화,2,41196,경기도,부천시 오정구,937564,1947819,3,M,1,7
202401,월,10,41117,경기도,수원시 영통구,960690,1919671,3,W,2,2780.2
202401,화,15,41450,경기도,하남시,974018,1947095,3,W,9,511.05
202401,토,5,41273,경기도,안산시 단원구,925133,1918594,2,W,4,143.62
202401,금,20,41111,경기도,수원시 장안구,955994,1924011,7,W,5,379.87
202401,금,16,41273,경기도,안산시 단원구,925133,1918594,3,W,9,292.04
202401,월,20,41590,경기도,화성시,942172,1908000,0,W,6,12502.55
202401,금,9,41450,경기도,하남시,974018,1947095,5,W,4,13.25
202401,월,5,41390,경기도,시흥시,935643,1931618,1,W,5,281.36
202401,수,2,41194,경기도,부천시 소사구,937850,1941972,0,M,9,10.81
202401,금,16,41113,경기도,수원시 권선구,953861,1918083,1,M,8,630.38
202401,화,7,41111,경기도,수원시 장안구,955994,1924011,3,M,5,1580.31
202401,토,8,41194,경기도,부천시 소사구,937850,1941972,0,W,3,957.49
202401,토,21,41192,경기도,부천시 원미구,936267,1944735,0,W,7,1531.53
202401,금,8,41173,경기도,안양시 동안구,951796,1933620,3,W,5,4527.51
202401,수,11,41115,경기도,수원시 팔달구,957104,1919945,0,W,2,430.23
202401,월,13,41111,경기도,수원시 장안구,955994,1924011,0,M,4,3025.58
202401,금,22,41111,경기도,수원시 장안구,955994,1924011,7,M,7,70.07
202401,금,21,41192,경기도,부천시 원미구,936267,1944735,7,W,2,532.4
202401,화,6,41117,경기도,수원시 영통구,960690,1919671,1,M,7,1292.99
202401,월,7,41463,경기도,용인시 기흥구,966424,1918787,5,W,4,41.05
202401,토,13,41590,경기도,화성시,942172,1908000,3,M,9,349.07
202401,목,1,41271,경기도,안산시 상록구,944176,1924186,1,M,6,78.43
202401,금,4,41271,경기도,안산시 상록구,944176,1924186,3,W,2,297.28
202401,토,11,41390,경기도,시흥시,935643,1931618,2,W,8,332.69
202401,월,20,41450,경기도,하남시,974018,1947095,2,M,6,292.88
202401,화,1,41111,경기도,수원시 장안구,955994,1924011,7,M,4,45.1
202401,일,11,41171,경기도,안양시 만안구,947900,1934052,4,M,3,2.01
202401,수,22,41173,경기도,안양시 동안구,951796,1933620,3,W,2,3052.05
202401,금,19,41273,경기도,안산시 단원구,925133,1918594,7,W,3,570.81
202401,토,4,41390,경기도,시흥시,935643,1931618,0,M,5,2365.59
202401,수,10,41463,경기도,용인시 기흥구,966424,1918787,0,M,1,287
202401,금,18,41590,경기도,화성시,942172,1908000,7,W,6,2719.91
202401,월,20,41115,경기도,수원시 팔달구,957104,1919945,1,M,2,618.43
202401,수,4,41194,경기도,부천시 소사구,937850,1941972,3,M,2,261.95
202401,일,16,41450,경기도,하남시,974018,1947095,7,W,7,580.95
202401,화,17,41271,경기도,안산시 상록구,944176,1924186,7,M,8,112.19
202401,화,5,41465,경기도,용인시 수지구,962048,1926137,1,M,8,230.07
202401,토,22,41115,경기도,수원시 팔달구,957104,1919945,5,W,4,8.86
202401,화,9,41463,경기도,용인시 기흥구,966424,1918787,1,W,1,105
202401,목,20,41271,경기도,안산시 상록구,944176,1924186,7,M,7,206.79
202401,목,4,41271,경기도,안산시 상록구,944176,1924186,1,M,6,285.3
202401,목,7,41171,경기도,안양시 만안구,947900,1934052,5,M,7,92.7
202401,수,11,41271,경기도,안산시 상록구,944176,1924186,2,M,6,323.94
202401,일,17,41650,경기도,포천시,978069,1996673,3,M,4,584.79
202401,목,22,41117,경기도,수원시 영통구,960690,1919671,3,W,4,2930.06
202401,월,15,41192,경기도,부천시 원미구,936267,1944735,5,M,3,30.76
202401,화,16,41273,경기도,안산시 단원구,925133,1918594,1,M,1,161
202401,토,3,41390,경기도,시흥시,935643,1931618,1,M,7,89.7
202401,수,3,41465,경기도,용인시 수지구,962048,1926137,7,W,3,25.72
202401,토,17,41390,경기도,시흥시,935643,1931618,1,M,2,649.11
202401,목,4,41115,경기도,수원시 팔달구,957104,1919945,2,M,5,22.43
202401,수,1,41192,경기도,부천시 원미구,936267,1944735,0,W,4,595.27
202401,토,8,41450,경기도,하남시,974018,1947095,4,W,7,2.44
202401,금,14,41192,경기도,부천시 원미구,936267,1944735,0,W,1,234.5
202401,일,0,41390,경기도,시흥시,935643,1931618,7,M,2,27.54
202401,일,10,41450,경기도,하남시,974018,1947095,5,W,3,8.8
202401,일,6,41111,경기도,수원시 장안구,955994,1924011,5,W,5,11.58
202401,토,0,41390,경기도,시흥시,935643,1931618,0,W,6,533.89
202401,목,22,41590,경기도,화성시,942172,1908000,1,W,8,57.26
202401,목,22,41113,경기도,수원시 권선구,953861,1918083,7,M,5,270.96
202401,화,0,41650,경기도,포천시,978069,1996673,0,W,3,125.18
202401,월,13,41196,경기도,부천시 오정구,937564,1947819,2,M,1,3.5
202401,금,11,41390,경기도,시흥시,935643,1931618,5,M,9,3.5
202401,목,22,41111,경기도,수원시 장안구,955994,1924011,7,M,1,10.5
202401,금,8,41196,경기도,부천시 오정구,937564,1947819,2,W,5,614.99
202401,금,8,41173,경기도,안양시 동안구,951796,1933620,2,W,1,3.5
202401,목,22,41117,경기도,수원시 영통구,960690,1919671,0,M,4,3076.36
202401,일,2,41173,경기도,안양시 동안구,951796,1933620,0,M,6,328.8
202401,월,16,41117,경기도,수원시 영통구,960690,1919671,7,W,2,698.55
202401,목,23,41463,경기도,용인시 기흥구,966424,1918787,7,M,6,28.27
202401,토,22,41113,경기도,수원시 권선구,953861,1918083,1,W,6,584.22
202401,금,19,41210,경기도,광명시,943809,1938625,0,M,4,3057.67
202401,토,5,41590,경기도,화성시,942172,1908000,7,W,3,159.65
202401,목,7,41650,경기도,포천시,978069,1996673,3,M,3,1630.14
202401,월,7,41115,경기도,수원시 팔달구,957104,1919945,5,M,6,106.37
202401,화,9,41111,경기도,수원시 장안구,955994,1924011,3,M,9,332.82
202401,일,8,41590,경기도,화성시,942172,1908000,7,W,8,197.4
202401,수,1,41463,경기도,용인시 기흥구,966424,1918787,1,W,3,128.07
202401,월,18,41171,경기도,안양시 만안구,947900,1934052,1,M,7,2325.71
202401,토,22,41196,경기도,부천시 오정구,937564,1947819,3,M,2,377.44
202401,일,15,41465,경기도,용인시 수지구,962048,1926137,2,M,1,3.5
202401,월,14,41463,경기도,용인시 기흥구,966424,1918787,2,W,8,377.5
202401,금,17,41194,경기도,부천시 소사구,937850,1941972,0,M,5,1852.44
202401,금,14,41194,경기도,부천시 소사구,937850,1941972,1,W,9,136.65
202401,목,9,41192,경기도,부천시 원미구,936267,1944735,0,M,5,4551.33
202401,목,22,41450,경기도,하남시,974018,1947095,3,M,10,12.04
202401,목,5,41650,경기도,포천시,978069,1996673,1,W,5,62.28
202401,월,7,41271,경기도,안산시 상록구,944176,1924186,0,M,2,500.46
202401,목,18,41115,경기도,수원시 팔달구,957104,1919945,4,M,2,3.26
202401,목,15,41173,경기도,안양시 동안구,951796,1933620,3,W,10,54.95
202401,수,21,41115,경기도,수원시 팔달구,957104,1919945,0,M,10,4.44
202401,화,4,41590,경기도,화성시,942172,1908000,0,W,7,1424.8
202401,화,6,41450,경기도,하남시,974018,1947095,3,W,5,3166.72
202401,목,20,41210,경기도,광명시,943809,1938625,2,M,4,308.25
202401,목,20,41390,경기도,시흥시,935643,1931618,5,M,4,4
202401,화,7,41450,경기도,하남시,974018,1947095,2,W,9,90.88
202401,일,14,41210,경기도,광명시,943809,1938625,2,W,9,23.9
202401,수,3,41461,경기도,용인시 처인구,978070,1911643,3,W,10,7.36
202401,목,15,41450,경기도,하남시,974018,1947095,1,W,10,7.27
202401,일,7,41390,경기도,시흥시,935643,1931618,3,M,4,1908.71
202401,화,14,41194,경기도,부천시 소사구,937850,1941972,3,M,9,260.57
202401,월,20,41390,경기도,시흥시,935643,1931618,2,M,6,356.32
202401,화,20,41465,경기도,용인시 수지구,962048,1926137,0,W,8,473.26
202401,일,21,41390,경기도,시흥시,935643,1931618,3,M,1,210
202401,금,6,41113,경기도,수원시 권선구,953861,1918083,3,M,2,431.76
202401,금,15,41650,경기도,포천시,978069,1996673,1,W,5,944.93
202401,금,12,41461,경기도,용인시 처인구,978070,1911643,1,M,10,7.02
202401,일,2,41115,경기도,수원시 팔달구,957104,1919945,0,M,9,2.2
