기준년월,요일구분,출발 시간대,출발지_시군구코드,출발지_시도명,출발지_시군구명,출발지_중심_X좌표,출발지_중심_Y좌표,이동수단 구분,성별,연령별(10세),인구 수
202401,수,7,41210,경기도,광명시,943809,1938625,3,M,7,1745.41
202401,화,18,41111,경기도,수원시 장안구,955994,1924011,3,M,4,2083.39
202401,금,1,41271,경기도,안산시 상록구,944176,1924186,7,M,5,47.1
202401,수,18,41273,경기도,안산시 단원구,925133,1918594,0,W,3,5374.47
202401,금,8,41196,경기도,부천시 오정구,937564,1947819,0,W,4,1508.71
202401,금,20,41273,경기도,안산시 단원구,925133,1918594,7,M,6,716.51
202401,목,16,41111,경기도,수원시 장안구,955994,1924011,3,M,10,6.53
202401,목,5,41210,경기도,광명시,943809,1938625,5,W,9,3.5
202401,월,21,41113,경기도,수원시 권선구,953861,1918083,0,M,1,35
202401,금,8,41465,경기도,용인시 수지구,962048,1926137,3,M,2,4333.03
202401,토,1,41390,경기도,시흥시,935643,1931618,7,M,4,239.51
202401,토,20,41461,경기도,용인시 처인구,978070,1911643,1,W,3,956.92
202401,화,5,41465,경기도,용인시 수지구,962048,1926137,1,M,4,265.27
202401,일,14,41111,경기도,수원시 장안구,955994,1924011,0,W,10,21.03
202401,목,4,41390,경기도,시흥시,935643,1931618,1,W,7,130.46
202401,금,17,41113,경기도,수원시 권선구,953861,1918083,4,W,3,19.4
202401,월,3,41173,경기도,안양시 동안구,951796,1933620,0,M,2,130.42
202401,화,21,41271,경기도,안산시 상록구,944176,1924186,7,M,5,262.97
202401,목,2,41210,경기도,광명시,943809,1938625,3,M,5,573.89
202401,월,10,41171,경기도,안양시 만안구,947900,1934052,1,W,4,1372.98
202401,일,2,41450,경기도,하남시,974018,1947095,1,M,8,18.49
202401,수,12,41171,경기도,안양시 만안구,947900,1934052,4,M,6,2.49
202401,금,7,41111,경기도,수원시 장안구,955994,1924011,1,M,9,56.32
202401,화,0,41196,경기도,부천시 오정구,937564,1947819,0,M,6,247.15
202401,일,0,41463,경기도,용인시 기흥구,966424,1918787,7,W,1,14
202401,화,1,41461,경기도,용인시 처인구,978070,1911643,0,W,9,53.53
202401,일,18,41450,경기도,하남시,974018,1947095,1,M,2,945.68
202401,월,12,41210,경기도,광명시,943809,1938625,1,M,10,3.66
202401,화,19,41115,경기도,수원시 팔달구,957104,1919945,1,M,4,1771.7
202401,일,18,41113,경기도,수원시 권선구,953861,1918083,0,W,2,973.25
202401,화,18,41273,경기도,안산시 단원구,925133,1918594,1,W,4,4307.04
202401,목,19,41194,경기도,부천시 소사구,937850,1941972,3,W,5,1938.05
202401,일,11,41210,경기도,광명시,943809,1938625,1,M,2,451.81
202401,수,2,41194,경기도,부천시 소사구,937850,1941972,7,M,2,6.78
202401,금,5,41113,경기도,수원시 권선구,953861,1918083,2,W,8,31.62
202401,일,6,41115,경기도,수원시 팔달구,957104,1919945,1,M,2,74.92
202401,화,15,41273,경기도,안산시 단원구,925133,1918594,2,M,9,62.71
202401,목,18,41450,경기도,하남시,974018,1947095,2,W,9,17.65
202401,일,3,41271,경기도,안산시 상록구,944176,1924186,0,W,5,217.16
202401,수,11,41194,경기도,부천시 소사구,937850,1941972,1,M,3,693.99
202401,목,10,41194,경기도,부천시 소사구,937850,1941972,0,M,1,52.5
202401,월,3,41463,경기도,용인시 기흥구,966424,1918787,3,W,2,712.7
202401,목,11,41117,경기도,수원시 영통구,960690,1919671,7,M,3,680.36
202401,토,16,41196,경기도,부천시 오정구,937564,1947819,2,M,9,19.25
202401,일,11,41650,경기도,포천시,978069,1996673,1,W,6,1057.09
202401,수,19,41390,경기도,시흥시,935643,1931618,5,M,2,3.5
202401,일,5,41465,경기도,용인시 수지구,962048,1926137,5,M,7,3.51
202401,화,12,41390,경기도,시흥시,935643,1931618,2,W,3,760.57
202401,월,23,41465,경기도,용인시 수지구,962048,1926137,0,W,1,3.5
202401,목,20,41192,경기도,부천시 원미구,936267,1944735,0,M,8,418.33
202401,일,5,41173,경기도,안양시 동안구,951796,1933620,7,M,4,80.25
202401,일,10,41461,경기도,용인시 처인구,978070,1911643,0,M,1,410.31
202401,일,22,41273,경기도,안산시 단원구,925133,1918594,3,M,2,895.92
202401,수,17,41173,경기도,안양시 동안구,951796,1933620,0,M,7,4888.65
202401,일,15,41117,경기도,수원시 영통구,960690,1919671,2,M,7,227.78
202401,화,5,41113,경기도,수원시 권선구,953861,1918083,7,W,1,14
202401,화,5,41171,경기도,안양시 만안구,947900,1934052,7,M,6,292.26
202401,토,11,41590,경기도,화성시,942172,1908000,1,M,5,7650.54
202401,일,20,41171,경기도,안양시 만안구,947900,1934052,0,W,3,984.68
202401,일,16,41113,경기도,수원시 권선구,953861,1918083,2,M,5,121.76
202401,목,8,41113,경기도,수원시 권선구,953861,1918083,0,M,5,9674.51
202401,금,6,41590,경기도,화성시,942172,1908000,7,M,9,30.11
202401,화,17,41117,경기도,수원시 영통구,960690,1919671,1,M,5,4514.26
202401,일,9,41590,경기도,화성시,942172,1908000,1,M,6,3960.97
202401,토,18,41271,경기도,안산시 상록구,944176,1924186,2,W,9,11.13
202401,화,19,41590,경기도,화성시,942172,1908000,0,M,2,3465.6
202401,화,14,41173,경기도,안양시 동안구,951796,1933620,7,W,5,731.45
202401,수,4,41390,경기도,시흥시,935643,1931618,2,M,4,105.27
202401,금,9,41465,경기도,용인시 수지구,962048,1926137,2,M,3,1513.74
202401,화,22,41173,경기도,안양시 동안구,951796,1933620,0,W,4,1467.31
202401,토,14,41196,경기도,부천시 오정구,937564,1947819,0,M,4,1615.87
202401,토,6,41115,경기도,수원시 팔달구,957104,1919945,3,W,7,813.37
202401,금,4,41111,경기도,수원시 장안구,955994,1924011,6,W,5,2.82
202401,토,7,41173,경기도,안양시 동안구,951796,1933620,0,M,6,3658.41
202401,토,2,41196,경기도,부천시 오정구,937564,1947819,7,W,2,3.5
202401,목,18,41461,경기도,용인시 처인구,978070,1911643,3,M,5,1547.93
202401,수,3,41115,경기도,수원시 팔달구,957104,1919945,7,W,8,7.48
202401,토,9,41465,경기도,용인시 수지구,962048,1926137,2,M,5,554.48
202401,일,20,41650,경기도,포천시,978069,1996673,1,W,4,268.04
202401,토,20,41590,경기도,화성시,942172,1908000,1,M,2,1192.96
202401,토,21,41173,경기도,안양시 동안구,951796,1933620,2,M,5,185.3
202401,금,2,41461,경기도,용인시 처인구,978070,1911643,0,M,5,935.78
202401,금,23,41171,경기도,안양시 만안구,947900,1934052,3,W,4,382.96
202401,월,12,41111,경기도,수원시 장안구,955994,1924011,2,M,7,120.74
202401,수,16,41273,경기도,안산시 단원구,925133,1918594,3,M,7,2747.21
202401,수,22,41171,경기도,안양시 만안구,947900,1934052,3,W,1,87.5
202401,화,17,41450,경기도,하남시,974018,1947095,1,M,4,2678.56
202401,토,15,41463,경기도,용인시 기흥구,966424,1918787,1,M,10,5.53
202401,목,8,41590,경기도,화성시,942172,1908000,2,M,4,585.85
202401,금,12,41465,경기도,용인시 수지구,962048,1926137,7,W,8,428.23
202401,금,6,41111,경기도,수원시 장안구,955994,1924011,5,M,5,72.59
202401,토,12,41210,경기도,광명시,943809,1938625,2,M,1,17.5
202401,금,16,41273,경기도,안산시 단원구,925133,1918594,2,M,10,3.13
202401,목,1,41171,경기도,안양시 만안구,947900,1934052,3,W,2,302.07
202401,화,14,41271,경기도,안산시 상록구,944176,1924186,2,W,9,26.23
202401,금,1,41194,경기도,부천시 소사구,937850,1941972,3,M,2,393.37
202401,화,6,41465,경기도,용인시 수지구,962048,1926137,4,M,5,4.81
202401,월,14,41273,경기도,안산시 단원구,925133,1918594,5,W,2,3.5
202401,화,16,41273,경기도,안산시 단원구,925133,1918594,4,M,3,5.8
202401,토,9,41450,경기도,하남시,974018,1947095,1,W,5,2260.38
202401,화,17,41194,경기도,부천시 소사구,937850,1941972,2,W,9,77.96
202401,목,10,41115,경기도,수원시 팔달구,957104,1919945,7,M,1,31.5
202401,일,4,41117,경기도,수원시 영통구,960690,1919671,6,W,5,6.88
202401,금,7,41113,경기도,수원시 권선구,953861,1918083,7,W,3,1109.66
202401,화,15,41194,경기도,부천시 소사구,937850,1941972,5,M,7,9.55
202401,목,5,41194,경기도,부천시 소사구,937850,1941972,3,M,1,28
202401,월,18,41117,경기도,수원시 영통구,960690,1919671,0,W,7,2439.08
202401,월,17,41113,경기도,수원시 권선구,953861,1918083,5,W,5,37.58
202401,금,16,41111,경기도,수원시 장안구,955994,1924011,5,W,9,14
202401,목,21,41173,경기도,안양시 동안구,951796,1933620,3,W,9,268.71
202401,수,16,41115,경기도,수원시 팔달구,957104,1919945,7,M,5,579.85
202401,수,19,41465,경기도,용인시 수지구,962048,1926137,1,W,7,1478.7
202401,월,15,41171,경기도,안양시 만안구,947900,1934052,7,M,4,291.61
202401,목,21,41590,경기도,화성시,942172,1908000,0,W,8,478.05
202401,화,21,41271,경기도,안산시 상록구,944176,1924186,2,W,6,130.84
202401,일,3,41590,경기도,화성시,942172,1908000,7,M,4,181.66
202401,월,8,41171,경기도,안양시 만안구,947900,1934052,6,M,3,2.5
202401,일,16,41650,경기도,포천시,978069,1996673,1,W,3,707.48
202401,일,21,41650,경기도,포천시,978069,1996673,2,M,3,2.33
202401,일,21,41173,경기도,안양시 동안구,951796,1933620,3,M,6,1837.49
202401,금,12,41590,경기도,화성시,942172,1908000,1,M,5,5959.36
202401,화,5,41271,경기도,안산시 상록구,944176,1924186,1,M,10,3.66
202401,화,1,41650,경기도,포천시,978069,1996673,0,M,2,81.59
202401,수,5,41113,경기도,수원시 권선구,953861,1918083,1,W,3,217
202401,화,5,41111,경기도,수원시 장안구,955994,1924011,0,W,5,1080.11
202401,수,20,41273,경기도,안산시 단원구,925133,1918594,3,W,3,3795.96
202401,목,20,41390,경기도,시흥시,935643,1931618,7,W,8,14.31
202401,일,4,41192,경기도,부천시 원미구,936267,1944735,7,M,4,103.49
202401,일,19,41590,경기도,화성시,942172,1908000,2,W,9,6.44
202401,월,8,41450,경기도,하남시,974018,1947095,7,M,8,280.57
202401,금,4,41115,경기도,수원시 팔달구,957104,1919945,7,W,4,30.31
202401,금,12,41650,경기도,포천시,978069,1996673,1,M,9,144.66
202401,일,19,41465,경기도,용인시 수지구,962048,1926137,0,M,9,140.8
202401,목,17,41461,경기도,용인시 처인구,978070,1911643,2,M,2,72.6
202401,목,19,41115,경기도,수원시 팔달구,957104,1919945,0,W,3,2553.72
202401,목,16,41390,경기도,시흥시,935643,1931618,3,M,4,2396.97
202401,금,7,41390,경기도,시흥시,935643,1931618,0,W,4,8935.26
202401,화,13,41590,경기도,화성시,942172,1908000,0,M,9,845.26
202401,목,7,41590,경기도,화성시,942172,1908000,0,W,8,1749.38
202401,토,8,41113,경기도,수원시 권선구,953861,1918083,1,W,1,31.5
202401,수,19,41117,경기도,수원시 영통구,960690,1919671,1,M,1,91
202401,수,15,41461,경기도,용인시 처인구,978070,1911643,5,M,6,6.8
202401,금,4,41210,경기도,광명시,943809,1938625,3,M,6,845.86
202401,금,0,41461,경기도,용인시 처인구,978070,1911643,7,W,4,26.7
202401,일,10,41113,경기도,수원시 권선구,953861,1918083,1,M,9,58.63
202401,수,20,41461,경기도,용인시 처인구,978070,1911643,4,W,6,16.08
202401,월,2,41461,경기도,용인시 처인구,978070,1911643,1,W,5,67.79
202401,목,0,41450,경기도,하남시,974018,1947095,3,M,1,77
202401,일,19,41210,경기도,광명시,943809,1938625,0,M,4,3509.72
202401,화,12,41465,경기도,용인시 수지구,962048,1926137,7,W,5,975.47
202401,수,20,41173,경기도,안양시 동안구,951796,1933620,2,M,3,970.26
202401,토,14,41113,경기도,수원시 권선구,953861,1918083,5,W,4,166.59
202401,월,10,41115,경기도,수원시 팔달구,957104,1919945,6,W,9,4.17
202401,수,7,41192,경기도,부천시 원미구,936267,1944735,1,W,1,10.5
202401,수,21,41115,경기도,수원시 팔달구,957104,1919945,7,M,7,218.65
202401,월,12,41461,경기도,용인시 처인구,978070,1911643,1,W,3,1114.8
202401,금,17,41111,경기도,수원시 장안구,955994,1924011,0,W,5,3383.43
202401,화,4,41113,경기도,수원시 권선구,953861,1918083,0,M,9,27.23
202401,토,18,41271,경기도,안산시 상록구,944176,1924186,5,M,4,6.11
202401,토,1,41111,경기도,수원시 장안구,955994,1924011,1,M,5,131.34
202401,금,9,41210,경기도,광명시,943809,1938625,1,W,7,2016.42
202401,금,18,41210,경기도,광명시,943809,1938625,1,W,9,61.52
202401,금,5,41111,경기도,수원시 장안구,955994,1924011,7,M,9,3.5
202401,월,8,41171,경기도,안양시 만안구,947900,1934052,1,W,1,38.5
202401,화,5,41210,경기도,광명시,943809,1938625,3,M,9,99.17
202401,금,22,41196,경기도,부천시 오정구,937564,1947819,2,W,4,15.82
202401,일,11,41273,경기도,안산시 단원구,925133,1918594,7,W,8,158.09
202401,토,21,41463,경기도,용인시 기흥구,966424,1918787,7,W,2,311.54
202401,화,18,41390,경기도,시흥시,935643,1931618,1,W,9,51.42
202401,화,20,41271,경기도,안산시 상록구,944176,1924186,7,M,8,42.37
202401,토,20,41590,경기도,화성시,942172,1908000,1,W,3,2933.87
202401,월,9,41463,경기도,용인시 기흥구,966424,1918787,7,W,10,6.73
202401,화,20,41390,경기도,시흥시,935643,1931618,3,W,4,3798.75
202401,수,19,41111,경기도,수원시 장안구,955994,1924011,3,M,10,3.13
202401,금,16,41196,경기도,부천시 오정구,937564,1947819,0,M,9,72.31
202401,목,13,41590,경기도,화성시,942172,1908000,3,W,8,1980.86
202401,목,14,41192,경기도,부천시 원미구,936267,1944735,1,W,10,7.28
202401,수,8,41463,경기도,용인시 기흥구,966424,1918787,3,M,6,4150.14
202401,월,13,41273,경기도,안산시 단원구,925133,1918594,7,M,3,580.93
202401,목,21,41461,경기도,용인시 처인구,978070,1911643,2,M,5,31.05
202401,월,9,41210,경기도,광명시,943809,1938625,3,W,4,1668.38
202401,토,10,41111,경기도,수원시 장안구,955994,1924011,0,M,9,155.18
202401,일,8,41192,경기도,부천시 원미구,936267,1944735,3,M,1,154
202401,일,20,41210,경기도,광명시,943809,1938625,7,W,9,21.98
202401,월,4,41194,경기도,부천시 소사구,937850,1941972,1,W,4,81.73
202401,목,8,41650,경기도,포천시,978069,1996673,6,W,4,2.72
202401,금,4,41273,경기도,안산시 단원구,925133,1918594,3,M,4,1248.48
202401,수,3,41192,경기도,부천시 원미구,936267,1944735,2,M,2,3.5
202401,수,15,41463,경기도,용인시 기흥구,966424,1918787,5,W,9,3.38
202401,금,9,41115,경기도,수원시 팔달구,957104,1919945,4,M,3,5.39
202401,금,11,41271,경기도,안산시 상록구,944176,1924186,4,M,7,3.07
202401,금,7,41194,경기도,부천시 소사구,937850,1941972,3,M,3,690.59
202401,토,23,41465,경기도,용인시 수지구,962048,1926137,3,W,3,655.5
202401,목,9,41171,경기도,안양시 만안구,947900,1934052,2,W,9,48.41
202401,금,4,41390,경기도,시흥시,935643,1931618,3,W,2,450.68
202401,화,7,41173,경기도,안양시 동안구,951796,1933620,3,W,6,4963.57
202401,토,22,41273,경기도,안산시 단원구,925133,1918594,0,M,6,1771.83
202401,수,6,41194,경기도,부천시 소사구,937850,1941972,5,M,5,63.81
202401,토,5,41117,경기도,수원시 영통구,960690,1919671,0,W,9,11.34
202401,목,21,41450,경기도,하남시,974018,1947095,3,M,10,3.99
202401,목,3,41590,경기도,화성시,942172,1908000,0,M,7,1130.29
202401,토,2,41461,경기도,용인시 처인구,978070,1911643,7,M,5,50.6
202401,월,21,41650,경기도,포천시,978069,1996673,3,M,2,856.68
202401,목,6,41465,경기도,용인시 수지구,962048,1926137,3,W,5,2418.06
202401,일,16,41117,경기도,수원시 영통구,960690,1919671,0,M,4,5996.58
202401,수,3,41463,경기도,용인시 기흥구,966424,1918787,0,M,6,1125.97
202401,금,15,41273,경기도,안산시 단원구,925133,1918594,4,M,9,4.27
202401,일,2,41210,경기도,광명시,943809,1938625,1,W,3,84.83
202401,금,20,41463,경기도,용인시 기흥구,966424,1918787,7,M,4,636.27
202401,목,15,41590,경기도,화성시,942172,1908000,1,W,2,1835.11
202401,금,16,41115,경기도,수원시 팔달구,957104,1919945,3,W,6,2909.86
202401,목,15,41273,경기도,안산시 단원구,925133,1918594,2,W,8,178.68
202401,수,16,41117,경기도,수원시 영통구,960690,1919671,7,M,2,794.07
202401,목,18,41173,경기도,안양시 동안구,951796,1933620,3,M,10,6.47
202401,화,14,41450,경기도,하남시,974018,1947095,7,W,3,329.02
202401,금,13,41271,경기도,안산시 상록구,944176,1924186,0,M,8,985.84
202401,금,22,41450,경기도,하남시,974018,1947095,1,M,8,95.56
202401,금,14,41117,경기도,수원시 영통구,960690,1919671,7,M,1,128.5
202401,일,14,41461,경기도,용인시 처인구,978070,1911643,5,W,3,9.67
202401,월,8,41196,경기도,부천시 오정구,937564,1947819,0,W,5,1614.44
202401,월,16,41271,경기도,안산시 상록구,944176,1924186,1,W,2,752.46
202401,수,18,41390,경기도,시흥시,935643,1931618,7,M,9,17.96
202401,목,4,41117,경기도,수원시 영통구,960690,1919671,0,W,2,96.26
202401,일,6,41192,경기도,부천시 원미구,936267,1944735,2,M,6,311.24
202401,화,6,41271,경기도,안산시 상록구,944176,1924186,1,M,4,1184.74
202401,일,16,41113,경기도,수원시 권선구,953861,1918083,0,M,4,6539.93
202401,목,2,41171,경기도,안양시 만안구,947900,1934052,3,M,6,466.1
202401,금,10,41192,경기도,부천시 원미구,936267,1944735,0,M,6,4761.04
202401,화,3,41210,경기도,광명시,943809,1938625,0,M,8,89.71
202401,토,14,41196,경기도,부천시 오정구,937564,1947819,1,M,7,1299.54
202401,일,16,41111,경기도,수원시 장안구,955994,1924011,5,W,3,35.01
202401,월,23,41192,경기도,부천시 원미구,936267,1944735,3,M,1,24.5
202401,목,18,41171,경기도,안양시 만안구,947900,1934052,2,W,6,254.87
202401,월,1,41461,경기도,용인시 처인구,978070,1911643,1,M,3,247.14
202401,수,9,41465,경기도,용인시 수지구,962048,1926137,7,M,1,56
202401,목,15,41271,경기도,안산시 상록구,944176,1924186,2,M,4,138.03
202401,금,15,41192,경기도,부천시 원미구,936267,1944735,3,W,2,4070.39
202401,목,3,41192,경기도,부천시 원미구,936267,1944735,7,M,3,92.19
202401,토,12,41111,경기도,수원시 장안구,955994,1924011,5,M,5,11.68
202401,금,12,41194,경기도,부천시 소사구,937850,1941972,0,W,5,1713.89
202401,월,13,41117,경기도,수원시 영통구,960690,1919671,4,M,8,3.01
202401,월,12,41273,경기도,안산시 단원구,925133,1918594,3,W,5,3000.64
202401,금,20,41590,경기도,화성시,942172,1908000,7,W,1,129.5
202401,일,10,41390,경기도,시흥시,935643,1931618,0,W,1,558.22
202401,화,16,41650,경기도,포천시,978069,1996673,0,M,6,10388.77
202401,화,15,41590,경기도,화성시,942172,1908000,6,M,3,2.45
202401,금,8,41196,경기도,부천시 오정구,937564,1947819,2,M,7,429.36
202401,금,16,41196,경기도,부천시 오정구,937564,1947819,7,M,4,308.7
202401,금,6,41117,경기도,수원시 영통구,960690,1919671,7,W,9,4.26
202401,수,0,41210,경기도,광명시,943809,1938625,7,W,7,12.81
202401,일,20,41390,경기도,시흥시,935643,1931618,1,W,9,7
202401,목,23,41117,경기도,수원시 영통구,960690,1919671,7,M,3,58.41
202401,목,8,41192,경기도,부천시 원미구,936267,1944735,0,M,5,6159.51
202401,수,3,41210,경기도,광명시,943809,1938625,2,M,3,10.42
202401,일,20,41463,경기도,용인시 기흥구,966424,1918787,7,M,2,345.56
202401,목,20,41194,경기도,부천시 소사구,937850,1941972,1,M,3,609.2
202401,월,8,41271,경기도,안산시 상록구,944176,1924186,5,W,8,2.92
202401,월,8,41465,경기도,용인시 수지구,962048,1926137,1,M,7,1675.43
202401,월,10,41465,경기도,용인시 수지구,962048,1926137,2,W,1,10.5
202401,월,6,41115,경기도,수원시 팔달구,957104,1919945,7,W,4,249.5
202401,수,4,41113,경기도,수원시 권선구,953861,1918083,7,M,6,257.8
202401,일,15,41271,경기도,안산시 상록구,944176,1924186,0,M,7,3418.88
202401,금,10,41111,경기도,수원시 장안구,955994,1924011,5,M,1,3.5
202401,일,10,41463,경기도,용인시 기흥구,966424,1918787,4,W,5,3.02
202401,월,11,41390,경기도,시흥시,935643,1931618,5,W,3,7.47
202401,수,17,41273,경기도,안산시 단원구,925133,1918594,4,M,7,3.5
202401,화,18,41171,경기도,안양시 만안구,947900,1934052,2,M,5,582.98
202401,화,5,41117,경기도,수원시 영통구,960690,1919671,7,M,5,418.4
202401,화,0,41113,경기도,수원시 권선구,953861,1918083,7,W,2,37.19
202401,화,9,41115,경기도,수원시 팔달구,957104,1919945,3,M,5,1391.55
202401,화,2,41463,경기도,용인시 기흥구,966424,1918787,0,M,7,514.96
202401,수,2,41115,경기도,수원시 팔달구,957104,1919945,3,W,2,311.26
202401,화,20,41115,경기도,수원시 팔달구,957104,1919945,1,W,3,3072.72
202401,수,20,41450,경기도,하남시,974018,1947095,0,W,4,3782.09
202401,목,5,41271,경기도,안산시 상록구,944176,1924186,1,W,6,533.69
202401,토,2,41192,경기도,부천시 원미구,936267,1944735,1,W,9,3.5
202401,금,6,41117,경기도,수원시 영통구,960690,1919671,5,W,7,12.79
202401,수,4,41194,경기도,부천시 소사구,937850,1941972,1,W,2,3.5
202401,수,13,41271,경기도,안산시 상록구,944176,1924186,2,W,5,305.24
202401,화,22,41115,경기도,수원시 팔달구,957104,1919945,5,M,6,6.66
202401,일,7,41115,경기도,수원시 팔달구,957104,1919945,1,M,8,82.52
202401,수,7,41590,경기도,화성시,942172,1908000,7,W,5,3521.7
202401,일,19,41171,경기도,안양시 만안구,947900,1934052,3,M,4,1367.94
202401,토,12,41461,경기도,용인시 처인구,978070,1911643,4,M,5,23.36
202401,월,10,41196,경기도,부천시 오정구,937564,1947819,1,M,8,335.47
202401,월,11,41463,경기도,용인시 기흥구,966424,1918787,3,M,2,3260.87
202401,화,13,41461,경기도,용인시 처인구,978070,1911643,3,M,7,1578.18
202401,월,4,41463,경기도,용인시 기흥구,966424,1918787,6,W,6,2.52
202401,토,20,41590,경기도,화성시,942172,1908000,2,W,3,167.03
202401,화,1,41271,경기도,안산시 상록구,944176,1924186,3,M,2,563.3
202401,일,9,41650,경기도,포천시,978069,1996673,7,W,3,70.79
202401,화,10,41390,경기도,시흥시,935643,1931618,2,M,5,340.15
202401,목,17,41271,경기도,안산시 상록구,944176,1924186,0,W,2,653.3
202401,금,1,41196,경기도,부천시 오정구,937564,1947819,1,M,5,60.79
202401,월,3,41171,경기도,안양시 만안구,947900,1934052,7,M,4,22.49
202401,금,20,41273,경기도,안산시 단원구,925133,1918594,7,M,7,352.85
202401,토,16,41171,경기도,안양시 만안구,947900,1934052,0,M,4,2604.09
202401,수,5,41650,경기도,포천시,978069,1996673,7,W,7,62.08
202401,월,19,41465,경기도,용인시 수지구,962048,1926137,0,W,9,106.1
202401,목,18,41192,경기도,부천시 원미구,936267,1944735,3,M,10,9.25
202401,월,3,41192,경기도,부천시 원미구,936267,1944735,0,M,2,239.78
202401,수,2,41450,경기도,하남시,974018,1947095,2,M,7,18.31
202401,월,7,41210,경기도,광명시,943809,1938625,0,W,9,76.07
202401,목,14,41192,경기도,부천시 원미구,936267,1944735,5,M,4,6.09
202401,화,14,41173,경기도,안양시 동안구,951796,1933620,3,M,2,3744.38
202401,화,3,41461,경기도,용인시 처인구,978070,1911643,7,M,9,3.79
202401,수,23,41196,경기도,부천시 오정구,937564,1947819,0,M,5,120.34
202401,토,19,41390,경기도,시흥시,935643,1931618,7,W,8,57.13
202401,목,3,41463,경기도,용인시 기흥구,966424,1918787,7,W,1,3.5
202401,목,19,41196,경기도,부천시 오정구,937564,1947819,7,M,8,10.16
202401,금,4,41210,경기도,광명시,943809,1938625,2,M,3,2.63
202401,토,14,41171,경기도,안양시 만안구,947900,1934052,2,W,3,671.79
202401,화,14,41115,경기도,수원시 팔달구,957104,1919945,7,W,5,688.68
202401,화,23,41463,경기도,용인시 기흥구,966424,1918787,7,W,7,12.13
202401,월,22,41113,경기도,수원시 권선구,953861,1918083,1,W,6,541.94
202401,수,7,41590,경기도,화성시,942172,1908000,2,W,9,27.92
202401,목,11,41173,경기도,안양시 동안구,951796,1933620,3,M,5,2017.92
202401,금,0,41650,경기도,포천시,978069,1996673,0,W,4,97.2
202401,월,0,41590,경기도,화성시,942172,1908000,7,W,9,7
202401,일,16,41590,경기도,화성시,942172,1908000,7,M,10,3.5
202401,금,19,41192,경기도,부천시 원미구,936267,1944735,2,W,1,10.5
202401,일,15,41650,경기도,포천시,978069,1996673,7,M,1,10.5
202401,일,13,41171,경기도,안양시 만안구,947900,1934052,0,M,3,1609.47
202401,금,15,41590,경기도,화성시,942172,1908000,3,M,7,3414.48
202401,수,19,41192,경기도,부천시 원미구,936267,1944735,3,W,1,605.5
202401,월,9,41210,경기도,광명시,943809,1938625,6,W,7,3.3
202401,수,4,41463,경기도,용인시 기흥구,966424,1918787,7,W,2,46.23
202401,금,7,41196,경기도,부천시 오정구,937564,1947819,2,W,6,951.98
202401,수,12,41173,경기도,안양시 동안구,951796,1933620,7,M,9,48.43
202401,금,12,41273,경기도,안산시 단원구,925133,1918594,1,W,1,126
202401,화,21,41590,경기도,화성시,942172,1908000,7,W,5,1185.6
202401,월,15,41273,경기도,안산시 단원구,925133,1918594,4,W,2,2.74
202401,목,7,41273,경기도,안산시 단원구,925133,1918594,2,M,9,22.57
202401,목,0,41273,경기도,안산시 단원구,925133,1918594,3,W,5,470.9
202401,일,6,41194,경기도,부천시 소사구,937850,1941972,7,W,5,24.95
202401,수,16,41461,경기도,용인시 처인구,978070,1911643,7,M,2,534.47
202401,금,19,41196,경기도,부천시 오정구,937564,1947819,7,M,2,94.14
202401,월,5,41115,경기도,수원시 팔달구,957104,1919945,7,M,7,263.77
202401,일,13,41390,경기도,시흥시,935643,1931618,0,M,3,5842.59
202401,금,17,41590,경기도,화성시,942172,1908000,7,M,3,4486.62
202401,수,11,41590,경기도,화성시,942172,1908000,0,M,4,22844.88
202401,수,12,41113,경기도,수원시 권선구,953861,1918083,5,M,8,61.68
202401,토,0,41273,경기도,안산시 단원구,925133,1918594,0,W,3,649.77
202401,화,17,41171,경기도,안양시 만안구,947900,1934052,0,M,1,94.5
202401,월,5,41273,경기도,안산시 단원구,925133,1918594,4,M,6,8.91
202401,월,18,41390,경기도,시흥시,935643,1931618,5,M,3,6.25
202401,토,1,41465,경기도,용인시 수지구,962048,1926137,7,W,8,13.83
202401,월,9,41450,경기도,하남시,974018,1947095,0,M,6,7528.73
202401,금,0,41271,경기도,안산시 상록구,944176,1924186,1,W,6,83.7
202401,수,16,41465,경기도,용인시 수지구,962048,1926137,5,W,5,7
202401,월,13,41173,경기도,안양시 동안구,951796,1933620,3,M,6,2928.31
202401,화,14,41463,경기도,용인시 기흥구,966424,1918787,3,M,8,1437.6
202401,금,15,41271,경기도,안산시 상록구,944176,1924186,2,W,5,164.72
202401,화,5,41590,경기도,화성시,942172,1908000,5,M,6,178.63
202401,수,10,41194,경기도,부천시 소사구,937850,1941972,5,M,4,4.44
202401,일,16,41590,경기도,화성시,942172,1908000,7,W,5,1754
202401,일,7,41111,경기도,수원시 장안구,955994,1924011,7,M,6,165.06
202401,토,22,41171,경기도,안양시 만안구,947900,1934052,3,W,10,7.59
202401,월,6,41273,경기도,안산시 단원구,925133,1918594,3,W,5,1576.23
202401,수,13,41113,경기도,수원시 권선구,953861,1918083,1,M,9,182.65
202401,화,19,41117,경기도,수원시 영통구,960690,1919671,1,W,8,202.57
202401,금,21,41192,경기도,부천시 원미구,936267,1944735,7,M,4,707.65
202401,수,13,41194,경기도,부천시 소사구,937850,1941972,5,M,5,6.19
